"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Wijk bij Duurstede";"2006";"75 tot 80 jaar";"419";"188";"231";"19";"6";"13";"245";"149";"96";"136";"24";"112";"19";"9";"10";"0352"
"Wijk bij Duurstede";"2006";"80 tot 85 jaar";"308";"102";"206";"21";"5";"16";"121";"77";"44";"159";"19";"140";"7";"1";"6";"0352"
"Wijk bij Duurstede";"2006";"85 tot 90 jaar";"119";"33";"86";"8";"1";"7";"24";"16";"8";"82";"16";"66";"5";"-";"5";"0352"
"Wijk bij Duurstede";"2006";"90 tot 95 jaar";"31";"6";"25";"2";"-";"2";"1";"-";"1";"25";"5";"20";"3";"1";"2";"0352"
"Wijk bij Duurstede";"2006";"95 jaar of ouder";"7";"2";"5";"-";"-";"-";"-";"-";"-";"7";"2";"5";"-";"-";"-";"0352"
"Winschoten";"2006";"Totaal leeftijden";"18501";"8899";"9602";"7454";"4002";"3452";"8081";"4031";"4050";"1620";"287";"1333";"1346";"579";"767";"0052"
"Winschoten";"2006";"Jonger dan 5 jaar";"899";"426";"473";"899";"426";"473";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0052"
"Winschoten";"2006";"5 tot 10 jaar";"957";"495";"462";"957";"495";"462";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0052"
"Winschoten";"2006";"10 tot 15 jaar";"984";"489";"495";"984";"489";"495";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0052"
"Winschoten";"2006";"15 tot 20 jaar";"1002";"514";"488";"1002";"514";"488";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0052"
"Winschoten";"2006";"20 tot 25 jaar";"901";"468";"433";"853";"456";"397";"44";"9";"35";"-";"-";"-";"4";"3";"1";"0052"
"Winschoten";"2006";"25 tot 30 jaar";"1013";"521";"492";"729";"422";"307";"257";"89";"168";"-";"-";"-";"27";"10";"17";"0052"
"Winschoten";"2006";"30 tot 35 jaar";"1158";"597";"561";"605";"346";"259";"492";"228";"264";"-";"-";"-";"61";"23";"38";"0052"
"Winschoten";"2006";"35 tot 40 jaar";"1377";"714";"663";"481";"301";"180";"727";"342";"385";"4";"3";"1";"165";"68";"97";"0052"
"Winschoten";"2006";"40 tot 45 jaar";"1322";"654";"668";"286";"174";"112";"822";"392";"430";"11";"4";"7";"203";"84";"119";"0052"
"Winschoten";"2006";"45 tot 50 jaar";"1331";"655";"676";"218";"128";"90";"885";"423";"462";"19";"5";"14";"209";"99";"110";"0052"
"Winschoten";"2006";"50 tot 55 jaar";"1250";"635";"615";"128";"85";"43";"904";"464";"440";"32";"6";"26";"186";"80";"106";"0052"
"Winschoten";"2006";"55 tot 60 jaar";"1396";"680";"716";"84";"56";"28";"1082";"532";"550";"61";"11";"50";"169";"81";"88";"0052"
"Winschoten";"2006";"60 tot 65 jaar";"1157";"572";"585";"71";"43";"28";"867";"449";"418";"105";"23";"82";"114";"57";"57";"0052"
"Winschoten";"2006";"65 tot 70 jaar";"976";"459";"517";"39";"25";"14";"697";"372";"325";"160";"29";"131";"80";"33";"47";"0052"
"Winschoten";"2006";"70 tot 75 jaar";"904";"397";"507";"30";"17";"13";"575";"305";"270";"231";"47";"184";"68";"28";"40";"0052"
"Winschoten";"2006";"75 tot 80 jaar";"754";"293";"461";"35";"12";"23";"408";"233";"175";"279";"41";"238";"32";"7";"25";"0052"
"Winschoten";"2006";"80 tot 85 jaar";"601";"193";"408";"29";"8";"21";"212";"120";"92";"341";"60";"281";"19";"5";"14";"0052"
"Winschoten";"2006";"85 tot 90 jaar";"369";"103";"266";"18";"4";"14";"89";"58";"31";"256";"41";"215";"6";"-";"6";"0052"
"Winschoten";"2006";"90 tot 95 jaar";"126";"30";"96";"6";"1";"5";"20";"15";"5";"98";"14";"84";"2";"-";"2";"0052"
"Winschoten";"2006";"95 jaar of ouder";"24";"4";"20";"-";"-";"-";"-";"-";"-";"23";"3";"20";"1";"1";"-";"0052"
"Winsum";"2006";"Totaal leeftijden";"14021";"6936";"7085";"6241";"3334";"2907";"6434";"3205";"3229";"704";"144";"560";"642";"253";"389";"0053"
"Winsum";"2006";"Jonger dan 5 jaar";"901";"455";"446";"901";"455";"446";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0053"
"Winsum";"2006";"5 tot 10 jaar";"969";"501";"468";"969";"501";"468";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0053"
"Winsum";"2006";"10 tot 15 jaar";"993";"514";"479";"993";"514";"479";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0053"
"Winsum";"2006";"15 tot 20 jaar";"926";"463";"463";"925";"463";"462";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0053"
"Winsum";"2006";"20 tot 25 jaar";"618";"324";"294";"576";"316";"260";"40";"8";"32";"-";"-";"-";"2";"-";"2";"0053"
"Winsum";"2006";"25 tot 30 jaar";"594";"317";"277";"416";"254";"162";"175";"62";"113";"-";"-";"-";"3";"1";"2";"0053"
"Winsum";"2006";"30 tot 35 jaar";"807";"397";"410";"369";"213";"156";"410";"176";"234";"1";"-";"1";"27";"8";"19";"0053"
"Winsum";"2006";"35 tot 40 jaar";"1053";"520";"533";"295";"165";"130";"695";"330";"365";"2";"1";"1";"61";"24";"37";"0053"
"Winsum";"2006";"40 tot 45 jaar";"1104";"523";"581";"230";"122";"108";"786";"364";"422";"5";"3";"2";"83";"34";"49";"0053"
"Winsum";"2006";"45 tot 50 jaar";"1144";"573";"571";"191";"114";"77";"850";"419";"431";"8";"2";"6";"95";"38";"57";"0053"
"Winsum";"2006";"50 tot 55 jaar";"1081";"551";"530";"131";"76";"55";"820";"418";"402";"29";"12";"17";"101";"45";"56";"0053"
"Winsum";"2006";"55 tot 60 jaar";"1184";"579";"605";"101";"56";"45";"925";"466";"459";"37";"9";"28";"121";"48";"73";"0053"
"Winsum";"2006";"60 tot 65 jaar";"785";"404";"381";"44";"30";"14";"636";"337";"299";"47";"14";"33";"58";"23";"35";"0053"
"Winsum";"2006";"65 tot 70 jaar";"567";"295";"272";"26";"13";"13";"426";"243";"183";"67";"21";"46";"48";"18";"30";"0053"
"Winsum";"2006";"70 tot 75 jaar";"467";"227";"240";"31";"23";"8";"315";"174";"141";"100";"22";"78";"21";"8";"13";"0053"
"Winsum";"2006";"75 tot 80 jaar";"350";"146";"204";"22";"12";"10";"194";"110";"84";"120";"19";"101";"14";"5";"9";"0053"
"Winsum";"2006";"80 tot 85 jaar";"247";"94";"153";"13";"5";"8";"109";"67";"42";"119";"21";"98";"6";"1";"5";"0053"
"Winsum";"2006";"85 tot 90 jaar";"158";"36";"122";"6";"2";"4";"39";"22";"17";"111";"12";"99";"2";"-";"2";"0053"
"Winsum";"2006";"90 tot 95 jaar";"64";"16";"48";"2";"-";"2";"12";"8";"4";"50";"8";"42";"-";"-";"-";"0053"
"Winsum";"2006";"95 jaar of ouder";"9";"1";"8";"-";"-";"-";"1";"1";"-";"8";"-";"8";"-";"-";"-";"0053"
"Winterswijk";"2006";"Totaal leeftijden";"29137";"14481";"14656";"12445";"6806";"5639";"13484";"6751";"6733";"1954";"371";"1583";"1254";"553";"701";"0294"
"Winterswijk";"2006";"Jonger dan 5 jaar";"1816";"909";"907";"1816";"909";"907";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0294"
"Winterswijk";"2006";"5 tot 10 jaar";"1824";"949";"875";"1824";"949";"875";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0294"
"Winterswijk";"2006";"10 tot 15 jaar";"1835";"925";"910";"1835";"925";"910";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0294"
"Winterswijk";"2006";"15 tot 20 jaar";"1641";"847";"794";"1636";"846";"790";"5";"1";"4";"-";"-";"-";"-";"-";"-";"0294"
"Winterswijk";"2006";"20 tot 25 jaar";"1416";"757";"659";"1323";"732";"591";"91";"25";"66";"-";"-";"-";"2";"-";"2";"0294"
"Winterswijk";"2006";"25 tot 30 jaar";"1473";"770";"703";"1104";"641";"463";"349";"123";"226";"1";"-";"1";"19";"6";"13";"0294"
"Winterswijk";"2006";"30 tot 35 jaar";"1685";"855";"830";"733";"451";"282";"890";"376";"514";"3";"1";"2";"59";"27";"32";"0294"
"Winterswijk";"2006";"35 tot 40 jaar";"2239";"1167";"1072";"738";"463";"275";"1375";"657";"718";"10";"1";"9";"116";"46";"70";"0294"
"Winterswijk";"2006";"40 tot 45 jaar";"2303";"1164";"1139";"475";"302";"173";"1624";"775";"849";"13";"5";"8";"191";"82";"109";"0294"
"Winterswijk";"2006";"45 tot 50 jaar";"2229";"1152";"1077";"311";"189";"122";"1691";"861";"830";"21";"4";"17";"206";"98";"108";"0294"
"Winterswijk";"2006";"50 tot 55 jaar";"2013";"1036";"977";"210";"143";"67";"1545";"779";"766";"56";"15";"41";"202";"99";"103";"0294"
"Winterswijk";"2006";"55 tot 60 jaar";"2047";"1063";"984";"138";"94";"44";"1654";"862";"792";"88";"24";"64";"167";"83";"84";"0294"
"Winterswijk";"2006";"60 tot 65 jaar";"1596";"789";"807";"86";"60";"26";"1260";"652";"608";"135";"36";"99";"115";"41";"74";"0294"
"Winterswijk";"2006";"65 tot 70 jaar";"1390";"649";"741";"61";"35";"26";"1090";"551";"539";"182";"35";"147";"57";"28";"29";"0294"
"Winterswijk";"2006";"70 tot 75 jaar";"1203";"552";"651";"59";"28";"31";"832";"457";"375";"255";"46";"209";"57";"21";"36";"0294"
"Winterswijk";"2006";"75 tot 80 jaar";"1069";"429";"640";"49";"22";"27";"608";"330";"278";"376";"62";"314";"36";"15";"21";"0294"
"Winterswijk";"2006";"80 tot 85 jaar";"778";"304";"474";"19";"7";"12";"359";"227";"132";"388";"66";"322";"12";"4";"8";"0294"
"Winterswijk";"2006";"85 tot 90 jaar";"422";"114";"308";"23";"9";"14";"92";"61";"31";"297";"42";"255";"10";"2";"8";"0294"
"Winterswijk";"2006";"90 tot 95 jaar";"137";"40";"97";"5";"1";"4";"17";"13";"4";"111";"26";"85";"4";"-";"4";"0294"
"Winterswijk";"2006";"95 jaar of ouder";"21";"10";"11";"-";"-";"-";"2";"1";"1";"18";"8";"10";"1";"1";"-";"0294"
"Woensdrecht";"2006";"Totaal leeftijden";"21141";"10602";"10539";"7669";"4225";"3444";"11086";"5551";"5535";"1261";"284";"977";"1125";"542";"583";"0873"
"Woensdrecht";"2006";"Jonger dan 5 jaar";"1044";"540";"504";"1044";"540";"504";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0873"
"Woensdrecht";"2006";"5 tot 10 jaar";"1221";"631";"590";"1221";"631";"590";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0873"
"Woensdrecht";"2006";"10 tot 15 jaar";"1224";"615";"609";"1224";"615";"609";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0873"
"Woensdrecht";"2006";"15 tot 20 jaar";"1146";"598";"548";"1144";"597";"547";"2";"1";"1";"-";"-";"-";"-";"-";"-";"0873"
"Woensdrecht";"2006";"20 tot 25 jaar";"887";"465";"422";"850";"459";"391";"37";"6";"31";"-";"-";"-";"-";"-";"-";"0873"
"Woensdrecht";"2006";"25 tot 30 jaar";"870";"446";"424";"639";"370";"269";"223";"74";"149";"1";"-";"1";"7";"2";"5";"0873"
"Woensdrecht";"2006";"30 tot 35 jaar";"1284";"621";"663";"481";"291";"190";"743";"307";"436";"2";"-";"2";"58";"23";"35";"0873"
"Woensdrecht";"2006";"35 tot 40 jaar";"1753";"874";"879";"377";"239";"138";"1228";"573";"655";"6";"1";"5";"142";"61";"81";"0873"
"Woensdrecht";"2006";"40 tot 45 jaar";"1767";"905";"862";"232";"157";"75";"1330";"659";"671";"9";"4";"5";"196";"85";"111";"0873"
"Woensdrecht";"2006";"45 tot 50 jaar";"1620";"820";"800";"144";"99";"45";"1290";"629";"661";"24";"4";"20";"162";"88";"74";"0873"
"Woensdrecht";"2006";"50 tot 55 jaar";"1547";"800";"747";"79";"59";"20";"1304";"660";"644";"27";"9";"18";"137";"72";"65";"0873"
"Woensdrecht";"2006";"55 tot 60 jaar";"1843";"898";"945";"57";"38";"19";"1532";"763";"769";"106";"34";"72";"148";"63";"85";"0873"
"Woensdrecht";"2006";"60 tot 65 jaar";"1556";"804";"752";"42";"37";"5";"1292";"676";"616";"107";"23";"84";"115";"68";"47";"0873"
"Woensdrecht";"2006";"65 tot 70 jaar";"1165";"621";"544";"42";"31";"11";"919";"516";"403";"144";"37";"107";"60";"37";"23";"0873"
"Woensdrecht";"2006";"70 tot 75 jaar";"859";"421";"438";"36";"21";"15";"599";"333";"266";"175";"42";"133";"49";"25";"24";"0873"
"Woensdrecht";"2006";"75 tot 80 jaar";"615";"276";"339";"20";"16";"4";"349";"205";"144";"218";"44";"174";"28";"11";"17";"0873"
"Woensdrecht";"2006";"80 tot 85 jaar";"422";"155";"267";"18";"13";"5";"161";"98";"63";"225";"37";"188";"18";"7";"11";"0873"
"Woensdrecht";"2006";"85 tot 90 jaar";"222";"82";"140";"13";"7";"6";"66";"42";"24";"139";"33";"106";"4";"-";"4";"0873"
"Woensdrecht";"2006";"90 tot 95 jaar";"82";"26";"56";"5";"4";"1";"11";"9";"2";"65";"13";"52";"1";"-";"1";"0873"
"Woensdrecht";"2006";"95 jaar of ouder";"14";"4";"10";"1";"1";"-";"-";"-";"-";"13";"3";"10";"-";"-";"-";"0873"
"Woerden";"2006";"Totaal leeftijden";"47912";"23710";"24202";"21954";"11606";"10348";"21540";"10764";"10776";"2160";"427";"1733";"2258";"913";"1345";"0632"
"Woerden";"2006";"Jonger dan 5 jaar";"3434";"1733";"1701";"3434";"1733";"1701";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0632"
"Woerden";"2006";"5 tot 10 jaar";"3341";"1690";"1651";"3341";"1690";"1651";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0632"
"Woerden";"2006";"10 tot 15 jaar";"3169";"1611";"1558";"3169";"1611";"1558";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0632"
"Woerden";"2006";"15 tot 20 jaar";"3053";"1555";"1498";"3052";"1555";"1497";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0632"
"Woerden";"2006";"20 tot 25 jaar";"2491";"1339";"1152";"2336";"1304";"1032";"150";"35";"115";"-";"-";"-";"5";"-";"5";"0632"
"Woerden";"2006";"25 tot 30 jaar";"2625";"1301";"1324";"1929";"1064";"865";"681";"233";"448";"-";"-";"-";"15";"4";"11";"0632"
"Woerden";"2006";"30 tot 35 jaar";"3394";"1714";"1680";"1577";"919";"658";"1721";"760";"961";"-";"-";"-";"96";"35";"61";"0632"
"Woerden";"2006";"35 tot 40 jaar";"4025";"2016";"2009";"1149";"674";"475";"2648";"1265";"1383";"9";"2";"7";"219";"75";"144";"0632"
"Woerden";"2006";"40 tot 45 jaar";"4021";"2013";"2008";"744";"444";"300";"2880";"1406";"1474";"26";"6";"20";"371";"157";"214";"0632"
"Woerden";"2006";"45 tot 50 jaar";"3521";"1752";"1769";"471";"266";"205";"2638";"1309";"1329";"34";"7";"27";"378";"170";"208";"0632"
"Woerden";"2006";"50 tot 55 jaar";"3273";"1585";"1688";"274";"151";"123";"2600";"1267";"1333";"69";"17";"52";"330";"150";"180";"0632"
"Woerden";"2006";"55 tot 60 jaar";"3356";"1685";"1671";"142";"81";"61";"2767";"1441";"1326";"138";"30";"108";"309";"133";"176";"0632"
"Woerden";"2006";"60 tot 65 jaar";"2381";"1233";"1148";"86";"43";"43";"1921";"1069";"852";"148";"37";"111";"226";"84";"142";"0632"
"Woerden";"2006";"65 tot 70 jaar";"1928";"925";"1003";"71";"28";"43";"1468";"787";"681";"246";"53";"193";"143";"57";"86";"0632"
"Woerden";"2006";"70 tot 75 jaar";"1448";"674";"774";"62";"24";"38";"1003";"555";"448";"302";"68";"234";"81";"27";"54";"0632"
"Woerden";"2006";"75 tot 80 jaar";"1130";"466";"664";"42";"9";"33";"651";"377";"274";"391";"68";"323";"46";"12";"34";"0632"
"Woerden";"2006";"80 tot 85 jaar";"750";"257";"493";"36";"5";"31";"298";"186";"112";"396";"63";"333";"20";"3";"17";"0632"
"Woerden";"2006";"85 tot 90 jaar";"385";"121";"264";"26";"4";"22";"87";"57";"30";"257";"54";"203";"15";"6";"9";"0632"
"Woerden";"2006";"90 tot 95 jaar";"165";"37";"128";"13";"1";"12";"26";"17";"9";"123";"19";"104";"3";"-";"3";"0632"
"Woerden";"2006";"95 jaar of ouder";"22";"3";"19";"-";"-";"-";"-";"-";"-";"21";"3";"18";"1";"-";"1";"0632"
"Wognum";"2006";"Totaal leeftijden";"8192";"4237";"3955";"3935";"2214";"1721";"3630";"1816";"1814";"348";"82";"266";"279";"125";"154";"0466"
"Wognum";"2006";"Jonger dan 5 jaar";"546";"289";"257";"546";"289";"257";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0466"
"Wognum";"2006";"5 tot 10 jaar";"538";"297";"241";"538";"297";"241";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0466"
"Wognum";"2006";"10 tot 15 jaar";"604";"297";"307";"604";"297";"307";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0466"
"Wognum";"2006";"15 tot 20 jaar";"583";"313";"270";"583";"313";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0466"
"Wognum";"2006";"20 tot 25 jaar";"425";"242";"183";"418";"241";"177";"6";"-";"6";"-";"-";"-";"1";"1";"-";"0466"
"Wognum";"2006";"25 tot 30 jaar";"418";"228";"190";"350";"204";"146";"67";"23";"44";"-";"-";"-";"1";"1";"-";"0466"
"Wognum";"2006";"30 tot 35 jaar";"493";"244";"249";"250";"148";"102";"237";"95";"142";"-";"-";"-";"6";"1";"5";"0466"
"Wognum";"2006";"35 tot 40 jaar";"599";"309";"290";"178";"118";"60";"388";"178";"210";"2";"1";"1";"31";"12";"19";"0466"
"Wognum";"2006";"40 tot 45 jaar";"612";"322";"290";"128";"83";"45";"429";"216";"213";"2";"2";"-";"53";"21";"32";"0466"
"Wognum";"2006";"45 tot 50 jaar";"644";"326";"318";"116";"81";"35";"480";"224";"256";"6";"1";"5";"42";"20";"22";"0466"
"Wognum";"2006";"50 tot 55 jaar";"634";"324";"310";"77";"46";"31";"508";"252";"256";"12";"7";"5";"37";"19";"18";"0466"
"Wognum";"2006";"55 tot 60 jaar";"676";"351";"325";"52";"38";"14";"542";"283";"259";"34";"9";"25";"48";"21";"27";"0466"
"Wognum";"2006";"60 tot 65 jaar";"452";"247";"205";"20";"13";"7";"384";"208";"176";"26";"11";"15";"22";"15";"7";"0466"
"Wognum";"2006";"65 tot 70 jaar";"337";"182";"155";"25";"21";"4";"267";"149";"118";"29";"5";"24";"16";"7";"9";"0466"
"Wognum";"2006";"70 tot 75 jaar";"248";"118";"130";"15";"11";"4";"174";"92";"82";"49";"10";"39";"10";"5";"5";"0466"
"Wognum";"2006";"75 tot 80 jaar";"178";"88";"90";"13";"5";"8";"99";"65";"34";"59";"16";"43";"7";"2";"5";"0466"
"Wognum";"2006";"80 tot 85 jaar";"114";"40";"74";"15";"8";"7";"36";"21";"15";"61";"11";"50";"2";"-";"2";"0466"
"Wognum";"2006";"85 tot 90 jaar";"72";"17";"55";"7";"1";"6";"13";"10";"3";"51";"6";"45";"1";"-";"1";"0466"
"Wognum";"2006";"90 tot 95 jaar";"17";"2";"15";"-";"-";"-";"-";"-";"-";"15";"2";"13";"2";"-";"2";"0466"
"Wognum";"2006";"95 jaar of ouder";"2";"1";"1";"-";"-";"-";"-";"-";"-";"2";"1";"1";"-";"-";"-";"0466"
"De Wolden";"2006";"Totaal leeftijden";"23787";"11916";"11871";"9633";"5293";"4340";"11875";"5936";"5939";"1479";"310";"1169";"800";"377";"423";"1690"
"De Wolden";"2006";"Jonger dan 5 jaar";"1391";"700";"691";"1391";"700";"691";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1690"
"De Wolden";"2006";"5 tot 10 jaar";"1647";"848";"799";"1647";"848";"799";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1690"
"De Wolden";"2006";"10 tot 15 jaar";"1568";"805";"763";"1568";"805";"763";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1690"
"De Wolden";"2006";"15 tot 20 jaar";"1491";"780";"711";"1491";"780";"711";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1690"
"De Wolden";"2006";"20 tot 25 jaar";"989";"546";"443";"956";"540";"416";"31";"6";"25";"-";"-";"-";"2";"-";"2";"1690"
"De Wolden";"2006";"25 tot 30 jaar";"840";"455";"385";"596";"369";"227";"242";"84";"158";"-";"-";"-";"2";"2";"-";"1690"
"De Wolden";"2006";"30 tot 35 jaar";"1237";"595";"642";"520";"311";"209";"697";"279";"418";"-";"-";"-";"20";"5";"15";"1690"
"De Wolden";"2006";"35 tot 40 jaar";"1766";"844";"922";"402";"247";"155";"1286";"569";"717";"10";"-";"10";"68";"28";"40";"1690"
"De Wolden";"2006";"40 tot 45 jaar";"1986";"1034";"952";"330";"208";"122";"1511";"760";"751";"11";"5";"6";"134";"61";"73";"1690"
"De Wolden";"2006";"45 tot 50 jaar";"1875";"960";"915";"234";"149";"85";"1486";"741";"745";"25";"10";"15";"130";"60";"70";"1690"
"De Wolden";"2006";"50 tot 55 jaar";"1789";"910";"879";"158";"104";"54";"1453";"730";"723";"57";"13";"44";"121";"63";"58";"1690"
"De Wolden";"2006";"55 tot 60 jaar";"1736";"884";"852";"82";"60";"22";"1449";"742";"707";"68";"15";"53";"137";"67";"70";"1690"
"De Wolden";"2006";"60 tot 65 jaar";"1417";"725";"692";"65";"46";"19";"1181";"609";"572";"96";"32";"64";"75";"38";"37";"1690"
"De Wolden";"2006";"65 tot 70 jaar";"1223";"594";"629";"53";"37";"16";"964";"500";"464";"150";"23";"127";"56";"34";"22";"1690"
"De Wolden";"2006";"70 tot 75 jaar";"1028";"495";"533";"58";"42";"16";"722";"404";"318";"219";"39";"180";"29";"10";"19";"1690"
"De Wolden";"2006";"75 tot 80 jaar";"800";"363";"437";"42";"26";"16";"491";"283";"208";"257";"48";"209";"10";"6";"4";"1690"
"De Wolden";"2006";"80 tot 85 jaar";"556";"226";"330";"27";"15";"12";"243";"152";"91";"277";"56";"221";"9";"3";"6";"1690"
"De Wolden";"2006";"85 tot 90 jaar";"309";"105";"204";"6";"2";"4";"98";"61";"37";"200";"42";"158";"5";"-";"5";"1690"
"De Wolden";"2006";"90 tot 95 jaar";"109";"39";"70";"4";"4";"-";"19";"14";"5";"84";"21";"63";"2";"-";"2";"1690"
"De Wolden";"2006";"95 jaar of ouder";"30";"8";"22";"3";"-";"3";"2";"2";"-";"25";"6";"19";"-";"-";"-";"1690"
"Wormerland";"2006";"Totaal leeftijden";"15796";"7875";"7921";"6758";"3653";"3105";"7443";"3716";"3727";"802";"174";"628";"793";"332";"461";"0880"
"Wormerland";"2006";"Jonger dan 5 jaar";"948";"482";"466";"948";"482";"466";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0880"
"Wormerland";"2006";"5 tot 10 jaar";"1087";"558";"529";"1087";"558";"529";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0880"
"Wormerland";"2006";"10 tot 15 jaar";"1059";"549";"510";"1059";"549";"510";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0880"
"Wormerland";"2006";"15 tot 20 jaar";"902";"481";"421";"901";"481";"420";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0880"
"Wormerland";"2006";"20 tot 25 jaar";"642";"326";"316";"606";"319";"287";"34";"6";"28";"-";"-";"-";"2";"1";"1";"0880"
"Wormerland";"2006";"25 tot 30 jaar";"672";"333";"339";"515";"277";"238";"154";"56";"98";"-";"-";"-";"3";"-";"3";"0880"
"Wormerland";"2006";"30 tot 35 jaar";"974";"482";"492";"476";"277";"199";"463";"197";"266";"-";"-";"-";"35";"8";"27";"0880"
"Wormerland";"2006";"35 tot 40 jaar";"1350";"663";"687";"437";"263";"174";"828";"365";"463";"5";"1";"4";"80";"34";"46";"0880"
"Wormerland";"2006";"40 tot 45 jaar";"1406";"719";"687";"295";"184";"111";"972";"474";"498";"10";"3";"7";"129";"58";"71";"0880"
"Wormerland";"2006";"45 tot 50 jaar";"1153";"599";"554";"177";"107";"70";"849";"438";"411";"8";"1";"7";"119";"53";"66";"0880"
"Wormerland";"2006";"50 tot 55 jaar";"999";"498";"501";"76";"52";"24";"804";"396";"408";"18";"8";"10";"101";"42";"59";"0880"
"Wormerland";"2006";"55 tot 60 jaar";"1192";"590";"602";"61";"41";"20";"971";"487";"484";"48";"11";"37";"112";"51";"61";"0880"
"Wormerland";"2006";"60 tot 65 jaar";"1023";"490";"533";"24";"14";"10";"837";"426";"411";"78";"19";"59";"84";"31";"53";"0880"
"Wormerland";"2006";"65 tot 70 jaar";"866";"443";"423";"37";"22";"15";"662";"366";"296";"103";"24";"79";"64";"31";"33";"0880"
"Wormerland";"2006";"70 tot 75 jaar";"597";"282";"315";"17";"10";"7";"425";"244";"181";"127";"20";"107";"28";"8";"20";"0880"
"Wormerland";"2006";"75 tot 80 jaar";"445";"198";"247";"17";"9";"8";"267";"153";"114";"143";"25";"118";"18";"11";"7";"0880"
"Wormerland";"2006";"80 tot 85 jaar";"280";"113";"167";"12";"5";"7";"128";"73";"55";"129";"33";"96";"11";"2";"9";"0880"
"Wormerland";"2006";"85 tot 90 jaar";"143";"56";"87";"10";"3";"7";"40";"29";"11";"89";"22";"67";"4";"2";"2";"0880"
"Wormerland";"2006";"90 tot 95 jaar";"50";"11";"39";"3";"-";"3";"8";"6";"2";"36";"5";"31";"3";"-";"3";"0880"
"Wormerland";"2006";"95 jaar of ouder";"8";"2";"6";"-";"-";"-";"-";"-";"-";"8";"2";"6";"-";"-";"-";"0880"
"Woudenberg";"2006";"Totaal leeftijden";"11211";"5607";"5604";"4898";"2622";"2276";"5379";"2695";"2684";"526";"107";"419";"408";"183";"225";"0351"
"Woudenberg";"2006";"Jonger dan 5 jaar";"774";"377";"397";"774";"377";"397";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0351"
"Woudenberg";"2006";"5 tot 10 jaar";"861";"450";"411";"861";"450";"411";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0351"
"Woudenberg";"2006";"10 tot 15 jaar";"815";"428";"387";"815";"428";"387";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0351"
"Woudenberg";"2006";"15 tot 20 jaar";"730";"384";"346";"727";"383";"344";"3";"1";"2";"-";"-";"-";"-";"-";"-";"0351"
"Woudenberg";"2006";"20 tot 25 jaar";"567";"306";"261";"496";"285";"211";"69";"20";"49";"-";"-";"-";"2";"1";"1";"0351"
