"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Sint-Michielsgestel";"2006";"55 tot 60 jaar";"2061";"1060";"1001";"87";"63";"24";"1735";"909";"826";"79";"17";"62";"160";"71";"89";"0845"
"Sint-Michielsgestel";"2006";"60 tot 65 jaar";"1626";"827";"799";"69";"40";"29";"1336";"697";"639";"110";"32";"78";"111";"58";"53";"0845"
"Sint-Michielsgestel";"2006";"65 tot 70 jaar";"1497";"721";"776";"74";"51";"23";"1177";"597";"580";"187";"41";"146";"59";"32";"27";"0845"
"Sint-Michielsgestel";"2006";"70 tot 75 jaar";"1191";"603";"588";"66";"35";"31";"853";"489";"364";"224";"55";"169";"48";"24";"24";"0845"
"Sint-Michielsgestel";"2006";"75 tot 80 jaar";"825";"347";"478";"48";"18";"30";"485";"266";"219";"270";"55";"215";"22";"8";"14";"0845"
"Sint-Michielsgestel";"2006";"80 tot 85 jaar";"540";"208";"332";"37";"11";"26";"225";"143";"82";"265";"49";"216";"13";"5";"8";"0845"
"Sint-Michielsgestel";"2006";"85 tot 90 jaar";"242";"85";"157";"16";"3";"13";"53";"37";"16";"171";"44";"127";"2";"1";"1";"0845"
"Sint-Michielsgestel";"2006";"90 tot 95 jaar";"80";"19";"61";"9";"3";"6";"9";"6";"3";"62";"10";"52";"-";"-";"-";"0845"
"Sint-Michielsgestel";"2006";"95 jaar of ouder";"17";"8";"9";"1";"-";"1";"-";"-";"-";"16";"8";"8";"-";"-";"-";"0845"
"Sint-Oedenrode";"2006";"Totaal leeftijden";"17047";"8505";"8542";"7160";"3838";"3322";"8374";"4180";"4194";"822";"185";"637";"691";"302";"389";"0846"
"Sint-Oedenrode";"2006";"Jonger dan 5 jaar";"1061";"531";"530";"1061";"531";"530";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0846"
"Sint-Oedenrode";"2006";"5 tot 10 jaar";"1162";"608";"554";"1162";"608";"554";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0846"
"Sint-Oedenrode";"2006";"10 tot 15 jaar";"1168";"602";"566";"1168";"602";"566";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0846"
"Sint-Oedenrode";"2006";"15 tot 20 jaar";"1079";"542";"537";"1079";"542";"537";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0846"
"Sint-Oedenrode";"2006";"20 tot 25 jaar";"805";"410";"395";"790";"408";"382";"14";"2";"12";"-";"-";"-";"1";"-";"1";"0846"
"Sint-Oedenrode";"2006";"25 tot 30 jaar";"783";"419";"364";"611";"365";"246";"168";"53";"115";"-";"-";"-";"4";"1";"3";"0846"
"Sint-Oedenrode";"2006";"30 tot 35 jaar";"983";"477";"506";"414";"242";"172";"534";"222";"312";"1";"-";"1";"34";"13";"21";"0846"
"Sint-Oedenrode";"2006";"35 tot 40 jaar";"1269";"637";"632";"291";"187";"104";"889";"413";"476";"5";"3";"2";"84";"34";"50";"0846"
"Sint-Oedenrode";"2006";"40 tot 45 jaar";"1382";"662";"720";"162";"101";"61";"1075";"511";"564";"11";"1";"10";"134";"49";"85";"0846"
"Sint-Oedenrode";"2006";"45 tot 50 jaar";"1344";"672";"672";"119";"71";"48";"1086";"541";"545";"17";"1";"16";"122";"59";"63";"0846"
"Sint-Oedenrode";"2006";"50 tot 55 jaar";"1297";"659";"638";"88";"57";"31";"1085";"548";"537";"26";"9";"17";"98";"45";"53";"0846"
"Sint-Oedenrode";"2006";"55 tot 60 jaar";"1304";"669";"635";"59";"37";"22";"1096";"568";"528";"54";"11";"43";"95";"53";"42";"0846"
"Sint-Oedenrode";"2006";"60 tot 65 jaar";"962";"520";"442";"34";"26";"8";"814";"451";"363";"68";"25";"43";"46";"18";"28";"0846"
"Sint-Oedenrode";"2006";"65 tot 70 jaar";"832";"390";"442";"37";"23";"14";"664";"337";"327";"103";"19";"84";"28";"11";"17";"0846"
"Sint-Oedenrode";"2006";"70 tot 75 jaar";"685";"340";"345";"30";"20";"10";"500";"277";"223";"127";"30";"97";"28";"13";"15";"0846"
"Sint-Oedenrode";"2006";"75 tot 80 jaar";"433";"197";"236";"24";"11";"13";"257";"142";"115";"143";"40";"103";"9";"4";"5";"0846"
"Sint-Oedenrode";"2006";"80 tot 85 jaar";"293";"110";"183";"18";"5";"13";"131";"79";"52";"138";"25";"113";"6";"1";"5";"0846"
"Sint-Oedenrode";"2006";"85 tot 90 jaar";"131";"41";"90";"9";"2";"7";"43";"24";"19";"78";"14";"64";"1";"1";"-";"0846"
"Sint-Oedenrode";"2006";"90 tot 95 jaar";"69";"17";"52";"3";"-";"3";"18";"12";"6";"47";"5";"42";"1";"-";"1";"0846"
"Sint-Oedenrode";"2006";"95 jaar of ouder";"5";"2";"3";"1";"-";"1";"-";"-";"-";"4";"2";"2";"-";"-";"-";"0846"
"Sittard-Geleen";"2006";"Totaal leeftijden";"96648";"47488";"49160";"39322";"21204";"18118";"43689";"21874";"21815";"6441";"1226";"5215";"7196";"3184";"4012";"1883"
"Sittard-Geleen";"2006";"Jonger dan 5 jaar";"4668";"2371";"2297";"4668";"2371";"2297";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1883"
"Sittard-Geleen";"2006";"5 tot 10 jaar";"5321";"2725";"2596";"5321";"2725";"2596";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1883"
"Sittard-Geleen";"2006";"10 tot 15 jaar";"5572";"2850";"2722";"5572";"2850";"2722";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1883"
"Sittard-Geleen";"2006";"15 tot 20 jaar";"5643";"2895";"2748";"5634";"2893";"2741";"9";"2";"7";"-";"-";"-";"-";"-";"-";"1883"
"Sittard-Geleen";"2006";"20 tot 25 jaar";"4832";"2454";"2378";"4611";"2401";"2210";"214";"53";"161";"-";"-";"-";"7";"-";"7";"1883"
"Sittard-Geleen";"2006";"25 tot 30 jaar";"5053";"2564";"2489";"3847";"2167";"1680";"1105";"367";"738";"4";"-";"4";"97";"30";"67";"1883"
"Sittard-Geleen";"2006";"30 tot 35 jaar";"5626";"2819";"2807";"2633";"1572";"1061";"2634";"1110";"1524";"11";"-";"11";"348";"137";"211";"1883"
"Sittard-Geleen";"2006";"35 tot 40 jaar";"7304";"3649";"3655";"2106";"1268";"838";"4493";"2111";"2382";"22";"7";"15";"683";"263";"420";"1883"
"Sittard-Geleen";"2006";"40 tot 45 jaar";"8422";"4247";"4175";"1614";"1018";"596";"5663";"2732";"2931";"53";"17";"36";"1092";"480";"612";"1883"
"Sittard-Geleen";"2006";"45 tot 50 jaar";"8068";"4111";"3957";"1144";"705";"439";"5644";"2827";"2817";"99";"23";"76";"1181";"556";"625";"1883"
"Sittard-Geleen";"2006";"50 tot 55 jaar";"7287";"3608";"3679";"652";"422";"230";"5404";"2653";"2751";"182";"46";"136";"1049";"487";"562";"1883"
"Sittard-Geleen";"2006";"55 tot 60 jaar";"6942";"3558";"3384";"410";"273";"137";"5209";"2740";"2469";"349";"73";"276";"974";"472";"502";"1883"
"Sittard-Geleen";"2006";"60 tot 65 jaar";"5478";"2799";"2679";"269";"179";"90";"4044";"2169";"1875";"492";"126";"366";"673";"325";"348";"1883"
"Sittard-Geleen";"2006";"65 tot 70 jaar";"4950";"2330";"2620";"243";"148";"95";"3526";"1829";"1697";"692";"133";"559";"489";"220";"269";"1883"
"Sittard-Geleen";"2006";"70 tot 75 jaar";"4231";"1904";"2327";"206";"98";"108";"2723";"1485";"1238";"992";"198";"794";"310";"123";"187";"1883"
"Sittard-Geleen";"2006";"75 tot 80 jaar";"3536";"1441";"2095";"172";"75";"97";"1838";"1066";"772";"1344";"243";"1101";"182";"57";"125";"1883"
"Sittard-Geleen";"2006";"80 tot 85 jaar";"2262";"802";"1460";"122";"30";"92";"890";"547";"343";"1171";"197";"974";"79";"28";"51";"1883"
"Sittard-Geleen";"2006";"85 tot 90 jaar";"1066";"285";"781";"59";"8";"51";"254";"157";"97";"729";"115";"614";"24";"5";"19";"1883"
"Sittard-Geleen";"2006";"90 tot 95 jaar";"334";"64";"270";"30";"1";"29";"37";"24";"13";"259";"38";"221";"8";"1";"7";"1883"
"Sittard-Geleen";"2006";"95 jaar of ouder";"53";"12";"41";"9";"-";"9";"2";"2";"-";"42";"10";"32";"-";"-";"-";"1883"
"Skarsterlân";"2006";"Totaal leeftijden";"27067";"13651";"13416";"11937";"6557";"5380";"12546";"6269";"6277";"1494";"318";"1176";"1090";"507";"583";"0051"
"Skarsterlân";"2006";"Jonger dan 5 jaar";"1718";"855";"863";"1718";"855";"863";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0051"
"Skarsterlân";"2006";"5 tot 10 jaar";"1847";"929";"918";"1847";"929";"918";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0051"
"Skarsterlân";"2006";"10 tot 15 jaar";"1884";"978";"906";"1884";"978";"906";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0051"
"Skarsterlân";"2006";"15 tot 20 jaar";"1745";"943";"802";"1744";"942";"802";"1";"1";"-";"-";"-";"-";"-";"-";"-";"0051"
"Skarsterlân";"2006";"20 tot 25 jaar";"1313";"751";"562";"1275";"744";"531";"36";"6";"30";"-";"-";"-";"2";"1";"1";"0051"
"Skarsterlân";"2006";"25 tot 30 jaar";"1260";"669";"591";"1003";"597";"406";"245";"70";"175";"1";"-";"1";"11";"2";"9";"0051"
"Skarsterlân";"2006";"30 tot 35 jaar";"1679";"829";"850";"803";"469";"334";"833";"344";"489";"-";"-";"-";"43";"16";"27";"0051"
"Skarsterlân";"2006";"35 tot 40 jaar";"1997";"1005";"992";"554";"343";"211";"1333";"617";"716";"1";"-";"1";"109";"45";"64";"0051"
"Skarsterlân";"2006";"40 tot 45 jaar";"2081";"1052";"1029";"382";"245";"137";"1551";"744";"807";"9";"1";"8";"139";"62";"77";"0051"
"Skarsterlân";"2006";"45 tot 50 jaar";"2019";"1030";"989";"220";"142";"78";"1585";"786";"799";"20";"6";"14";"194";"96";"98";"0051"
"Skarsterlân";"2006";"50 tot 55 jaar";"1890";"962";"928";"132";"86";"46";"1562";"795";"767";"40";"15";"25";"156";"66";"90";"0051"
"Skarsterlân";"2006";"55 tot 60 jaar";"2010";"1062";"948";"103";"78";"25";"1639";"863";"776";"100";"27";"73";"168";"94";"74";"0051"
"Skarsterlân";"2006";"60 tot 65 jaar";"1522";"752";"770";"65";"42";"23";"1243";"640";"603";"111";"27";"84";"103";"43";"60";"0051"
"Skarsterlân";"2006";"65 tot 70 jaar";"1276";"631";"645";"52";"33";"19";"992";"530";"462";"160";"35";"125";"72";"33";"39";"0051"
"Skarsterlân";"2006";"70 tot 75 jaar";"1001";"490";"511";"45";"31";"14";"701";"395";"306";"211";"38";"173";"44";"26";"18";"0051"
"Skarsterlân";"2006";"75 tot 80 jaar";"788";"318";"470";"46";"20";"26";"439";"233";"206";"281";"54";"227";"22";"11";"11";"0051"
"Skarsterlân";"2006";"80 tot 85 jaar";"604";"248";"356";"37";"12";"25";"274";"172";"102";"272";"54";"218";"21";"10";"11";"0051"
"Skarsterlân";"2006";"85 tot 90 jaar";"298";"106";"192";"20";"6";"14";"94";"58";"36";"180";"42";"138";"4";"-";"4";"0051"
"Skarsterlân";"2006";"90 tot 95 jaar";"112";"34";"78";"6";"4";"2";"18";"15";"3";"86";"13";"73";"2";"2";"-";"0051"
"Skarsterlân";"2006";"95 jaar of ouder";"23";"7";"16";"1";"1";"-";"-";"-";"-";"22";"6";"16";"-";"-";"-";"0051"
"Sliedrecht";"2006";"Totaal leeftijden";"23801";"11642";"12159";"9971";"5287";"4684";"11145";"5563";"5582";"1580";"324";"1256";"1105";"468";"637";"0610"
"Sliedrecht";"2006";"Jonger dan 5 jaar";"1515";"758";"757";"1515";"758";"757";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0610"
"Sliedrecht";"2006";"5 tot 10 jaar";"1495";"773";"722";"1495";"773";"722";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0610"
"Sliedrecht";"2006";"10 tot 15 jaar";"1499";"759";"740";"1499";"759";"740";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0610"
"Sliedrecht";"2006";"15 tot 20 jaar";"1423";"748";"675";"1418";"747";"671";"5";"1";"4";"-";"-";"-";"-";"-";"-";"0610"
"Sliedrecht";"2006";"20 tot 25 jaar";"1460";"699";"761";"1212";"637";"575";"246";"62";"184";"-";"-";"-";"2";"-";"2";"0610"
"Sliedrecht";"2006";"25 tot 30 jaar";"1503";"778";"725";"839";"494";"345";"642";"278";"364";"-";"-";"-";"22";"6";"16";"0610"
"Sliedrecht";"2006";"30 tot 35 jaar";"1563";"793";"770";"513";"303";"210";"977";"461";"516";"3";"2";"1";"70";"27";"43";"0610"
"Sliedrecht";"2006";"35 tot 40 jaar";"1854";"935";"919";"413";"250";"163";"1312";"634";"678";"5";"2";"3";"124";"49";"75";"0610"
"Sliedrecht";"2006";"40 tot 45 jaar";"1669";"842";"827";"281";"160";"121";"1208";"606";"602";"11";"4";"7";"169";"72";"97";"0610"
"Sliedrecht";"2006";"45 tot 50 jaar";"1566";"782";"784";"242";"137";"105";"1167";"576";"591";"12";"5";"7";"145";"64";"81";"0610"
"Sliedrecht";"2006";"50 tot 55 jaar";"1542";"743";"799";"150";"82";"68";"1207";"581";"626";"26";"7";"19";"159";"73";"86";"0610"
"Sliedrecht";"2006";"55 tot 60 jaar";"1641";"824";"817";"109";"61";"48";"1299";"670";"629";"82";"23";"59";"151";"70";"81";"0610"
"Sliedrecht";"2006";"60 tot 65 jaar";"1206";"591";"615";"67";"34";"33";"958";"499";"459";"85";"18";"67";"96";"40";"56";"0610"
"Sliedrecht";"2006";"65 tot 70 jaar";"1084";"537";"547";"65";"36";"29";"811";"447";"364";"131";"25";"106";"77";"29";"48";"0610"
"Sliedrecht";"2006";"70 tot 75 jaar";"905";"428";"477";"41";"28";"13";"608";"330";"278";"217";"52";"165";"39";"18";"21";"0610"
"Sliedrecht";"2006";"75 tot 80 jaar";"745";"306";"439";"42";"17";"25";"392";"233";"159";"289";"48";"241";"22";"8";"14";"0610"
"Sliedrecht";"2006";"80 tot 85 jaar";"616";"216";"400";"43";"7";"36";"227";"132";"95";"331";"70";"261";"15";"7";"8";"0610"
"Sliedrecht";"2006";"85 tot 90 jaar";"343";"89";"254";"14";"2";"12";"64";"39";"25";"256";"44";"212";"9";"4";"5";"0610"
"Sliedrecht";"2006";"90 tot 95 jaar";"141";"34";"107";"12";"2";"10";"17";"11";"6";"108";"20";"88";"4";"1";"3";"0610"
"Sliedrecht";"2006";"95 jaar of ouder";"31";"7";"24";"1";"-";"1";"5";"3";"2";"24";"4";"20";"1";"-";"1";"0610"
"Slochteren";"2006";"Totaal leeftijden";"14938";"7639";"7299";"6408";"3579";"2829";"7035";"3517";"3518";"827";"196";"631";"668";"347";"321";"0040"
"Slochteren";"2006";"Jonger dan 5 jaar";"890";"464";"426";"890";"464";"426";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0040"
"Slochteren";"2006";"5 tot 10 jaar";"997";"533";"464";"997";"533";"464";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0040"
"Slochteren";"2006";"10 tot 15 jaar";"974";"509";"465";"974";"509";"465";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0040"
"Slochteren";"2006";"15 tot 20 jaar";"886";"466";"420";"885";"466";"419";"1";"-";"1";"-";"-";"-";"-";"-";"-";"0040"
"Slochteren";"2006";"20 tot 25 jaar";"671";"366";"305";"638";"358";"280";"33";"8";"25";"-";"-";"-";"-";"-";"-";"0040"
"Slochteren";"2006";"25 tot 30 jaar";"560";"290";"270";"406";"243";"163";"148";"46";"102";"-";"-";"-";"6";"1";"5";"0040"
"Slochteren";"2006";"30 tot 35 jaar";"884";"439";"445";"425";"240";"185";"435";"191";"244";"1";"-";"1";"23";"8";"15";"0040"
"Slochteren";"2006";"35 tot 40 jaar";"1280";"649";"631";"401";"248";"153";"796";"362";"434";"-";"-";"-";"83";"39";"44";"0040"
"Slochteren";"2006";"40 tot 45 jaar";"1339";"658";"681";"288";"175";"113";"946";"437";"509";"10";"2";"8";"95";"44";"51";"0040"
"Slochteren";"2006";"45 tot 50 jaar";"1187";"629";"558";"164";"111";"53";"890";"449";"441";"17";"4";"13";"116";"65";"51";"0040"
"Slochteren";"2006";"50 tot 55 jaar";"1136";"608";"528";"116";"76";"40";"885";"459";"426";"22";"9";"13";"113";"64";"49";"0040"
"Slochteren";"2006";"55 tot 60 jaar";"1223";"638";"585";"76";"52";"24";"999";"515";"484";"56";"15";"41";"92";"56";"36";"0040"
"Slochteren";"2006";"60 tot 65 jaar";"852";"449";"403";"44";"36";"8";"685";"368";"317";"62";"18";"44";"61";"27";"34";"0040"
"Slochteren";"2006";"65 tot 70 jaar";"651";"330";"321";"25";"20";"5";"504";"270";"234";"88";"24";"64";"34";"16";"18";"0040"
"Slochteren";"2006";"70 tot 75 jaar";"480";"247";"233";"30";"23";"7";"326";"180";"146";"105";"31";"74";"19";"13";"6";"0040"
"Slochteren";"2006";"75 tot 80 jaar";"392";"177";"215";"32";"17";"15";"219";"124";"95";"132";"31";"101";"9";"5";"4";"0040"
"Slochteren";"2006";"80 tot 85 jaar";"307";"120";"187";"9";"5";"4";"111";"70";"41";"177";"39";"138";"10";"6";"4";"0040"
"Slochteren";"2006";"85 tot 90 jaar";"156";"53";"103";"5";"2";"3";"49";"33";"16";"97";"15";"82";"5";"3";"2";"0040"
"Slochteren";"2006";"90 tot 95 jaar";"54";"12";"42";"3";"1";"2";"8";"5";"3";"42";"6";"36";"1";"-";"1";"0040"
"Slochteren";"2006";"95 jaar of ouder";"19";"2";"17";"-";"-";"-";"-";"-";"-";"18";"2";"16";"1";"-";"1";"0040"
"Sluis";"2006";"Totaal leeftijden";"24357";"11915";"12442";"8838";"4841";"3997";"11977";"5969";"6008";"1967";"385";"1582";"1575";"720";"855";"1714"
"Sluis";"2006";"Jonger dan 5 jaar";"1110";"543";"567";"1110";"543";"567";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1714"
"Sluis";"2006";"5 tot 10 jaar";"1246";"639";"607";"1246";"639";"607";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1714"
"Sluis";"2006";"10 tot 15 jaar";"1412";"722";"690";"1412";"722";"690";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1714"
"Sluis";"2006";"15 tot 20 jaar";"1204";"639";"565";"1202";"639";"563";"2";"-";"2";"-";"-";"-";"-";"-";"-";"1714"
"Sluis";"2006";"20 tot 25 jaar";"942";"489";"453";"881";"477";"404";"60";"12";"48";"-";"-";"-";"1";"-";"1";"1714"
"Sluis";"2006";"25 tot 30 jaar";"969";"506";"463";"713";"412";"301";"237";"87";"150";"-";"-";"-";"19";"7";"12";"1714"
"Sluis";"2006";"30 tot 35 jaar";"1394";"704";"690";"642";"381";"261";"686";"299";"387";"2";"1";"1";"64";"23";"41";"1714"
"Sluis";"2006";"35 tot 40 jaar";"1712";"845";"867";"473";"301";"172";"1082";"478";"604";"9";"2";"7";"148";"64";"84";"1714"
"Sluis";"2006";"40 tot 45 jaar";"1804";"889";"915";"292";"186";"106";"1284";"612";"672";"16";"3";"13";"212";"88";"124";"1714"
"Sluis";"2006";"45 tot 50 jaar";"1815";"894";"921";"230";"152";"78";"1321";"639";"682";"21";"3";"18";"243";"100";"143";"1714"
"Sluis";"2006";"50 tot 55 jaar";"1856";"949";"907";"151";"98";"53";"1427";"709";"718";"51";"15";"36";"227";"127";"100";"1714"
"Sluis";"2006";"55 tot 60 jaar";"2154";"1071";"1083";"112";"79";"33";"1706";"846";"860";"91";"28";"63";"245";"118";"127";"1714"
"Sluis";"2006";"60 tot 65 jaar";"1597";"830";"767";"73";"54";"19";"1263";"671";"592";"93";"20";"73";"168";"85";"83";"1714"
"Sluis";"2006";"65 tot 70 jaar";"1397";"680";"717";"71";"49";"22";"1053";"551";"502";"171";"34";"137";"102";"46";"56";"1714"
"Sluis";"2006";"70 tot 75 jaar";"1142";"538";"604";"71";"38";"33";"759";"417";"342";"243";"52";"191";"69";"31";"38";"1714"
"Sluis";"2006";"75 tot 80 jaar";"1068";"465";"603";"66";"44";"22";"575";"329";"246";"388";"73";"315";"39";"19";"20";"1714"
"Sluis";"2006";"80 tot 85 jaar";"850";"315";"535";"53";"17";"36";"367";"212";"155";"408";"79";"329";"22";"7";"15";"1714"
"Sluis";"2006";"85 tot 90 jaar";"440";"132";"308";"27";"4";"23";"125";"84";"41";"276";"40";"236";"12";"4";"8";"1714"
"Sluis";"2006";"90 tot 95 jaar";"194";"48";"146";"10";"5";"5";"23";"18";"5";"157";"24";"133";"4";"1";"3";"1714"
"Sluis";"2006";"95 jaar of ouder";"51";"17";"34";"3";"1";"2";"7";"5";"2";"41";"11";"30";"-";"-";"-";"1714"
"Smallingerland";"2006";"Totaal leeftijden";"54859";"27111";"27748";"24189";"12963";"11226";"24478";"12239";"12239";"3079";"614";"2465";"3113";"1295";"1818";"0090"
"Smallingerland";"2006";"Jonger dan 5 jaar";"3374";"1746";"1628";"3374";"1746";"1628";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0090"
"Smallingerland";"2006";"5 tot 10 jaar";"3502";"1776";"1726";"3502";"1776";"1726";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0090"
"Smallingerland";"2006";"10 tot 15 jaar";"3505";"1786";"1719";"3505";"1786";"1719";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0090"
"Smallingerland";"2006";"15 tot 20 jaar";"3496";"1833";"1663";"3492";"1833";"1659";"4";"-";"4";"-";"-";"-";"-";"-";"-";"0090"
"Smallingerland";"2006";"20 tot 25 jaar";"2916";"1524";"1392";"2702";"1466";"1236";"211";"58";"153";"-";"-";"-";"3";"-";"3";"0090"
"Smallingerland";"2006";"25 tot 30 jaar";"2975";"1507";"1468";"2140";"1211";"929";"794";"280";"514";"2";"-";"2";"39";"16";"23";"0090"
"Smallingerland";"2006";"30 tot 35 jaar";"3479";"1781";"1698";"1615";"988";"627";"1751";"749";"1002";"3";"2";"1";"110";"42";"68";"0090"
"Smallingerland";"2006";"35 tot 40 jaar";"4256";"2178";"2078";"1220";"724";"496";"2705";"1318";"1387";"19";"6";"13";"312";"130";"182";"0090"
"Smallingerland";"2006";"40 tot 45 jaar";"4291";"2191";"2100";"910";"533";"377";"2913";"1464";"1449";"16";"3";"13";"452";"191";"261";"0090"
"Smallingerland";"2006";"45 tot 50 jaar";"3880";"1915";"1965";"648";"367";"281";"2687";"1309";"1378";"41";"10";"31";"504";"229";"275";"0090"
"Smallingerland";"2006";"50 tot 55 jaar";"3668";"1783";"1885";"361";"193";"168";"2751";"1362";"1389";"84";"25";"59";"472";"203";"269";"0090"
"Smallingerland";"2006";"55 tot 60 jaar";"3784";"1855";"1929";"247";"135";"112";"2943";"1506";"1437";"174";"38";"136";"420";"176";"244";"0090"
"Smallingerland";"2006";"60 tot 65 jaar";"3165";"1570";"1595";"148";"70";"78";"2535";"1326";"1209";"212";"55";"157";"270";"119";"151";"0090"
"Smallingerland";"2006";"65 tot 70 jaar";"2584";"1218";"1366";"96";"54";"42";"1937";"1023";"914";"326";"60";"266";"225";"81";"144";"0090"
"Smallingerland";"2006";"70 tot 75 jaar";"2251";"1022";"1229";"74";"32";"42";"1582";"854";"728";"455";"85";"370";"140";"51";"89";"0090"
"Smallingerland";"2006";"75 tot 80 jaar";"1762";"753";"1009";"54";"24";"30";"1017";"583";"434";"605";"112";"493";"86";"34";"52";"0090"
"Smallingerland";"2006";"80 tot 85 jaar";"1135";"423";"712";"60";"18";"42";"460";"285";"175";"563";"104";"459";"52";"16";"36";"0090"
"Smallingerland";"2006";"85 tot 90 jaar";"583";"188";"395";"27";"3";"24";"165";"105";"60";"376";"76";"300";"15";"4";"11";"0090"
"Smallingerland";"2006";"90 tot 95 jaar";"197";"49";"148";"11";"2";"9";"21";"15";"6";"153";"29";"124";"12";"3";"9";"0090"
"Smallingerland";"2006";"95 jaar of ouder";"56";"13";"43";"3";"2";"1";"2";"2";"-";"50";"9";"41";"1";"-";"1";"0090"
"Sneek";"2006";"Totaal leeftijden";"33029";"16214";"16815";"15218";"8050";"7168";"13733";"6863";"6870";"1998";"410";"1588";"2080";"891";"1189";"0091"
"Sneek";"2006";"Jonger dan 5 jaar";"2092";"1097";"995";"2092";"1097";"995";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0091"
"Sneek";"2006";"5 tot 10 jaar";"2135";"1064";"1071";"2135";"1064";"1071";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0091"
"Sneek";"2006";"10 tot 15 jaar";"2036";"1031";"1005";"2036";"1031";"1005";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0091"
"Sneek";"2006";"15 tot 20 jaar";"1951";"1004";"947";"1951";"1004";"947";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0091"
"Sneek";"2006";"20 tot 25 jaar";"1834";"931";"903";"1751";"914";"837";"79";"17";"62";"-";"-";"-";"4";"-";"4";"0091"
"Sneek";"2006";"25 tot 30 jaar";"1848";"926";"922";"1441";"791";"650";"383";"130";"253";"-";"-";"-";"24";"5";"19";"0091"
"Sneek";"2006";"30 tot 35 jaar";"2149";"1092";"1057";"1109";"649";"460";"953";"412";"541";"3";"-";"3";"84";"31";"53";"0091"
"Sneek";"2006";"35 tot 40 jaar";"2779";"1407";"1372";"969";"559";"410";"1582";"764";"818";"7";"1";"6";"221";"83";"138";"0091"
"Sneek";"2006";"40 tot 45 jaar";"2450";"1243";"1207";"578";"342";"236";"1568";"777";"791";"18";"2";"16";"286";"122";"164";"0091"
"Sneek";"2006";"45 tot 50 jaar";"2296";"1136";"1160";"391";"224";"167";"1534";"759";"775";"23";"5";"18";"348";"148";"200";"0091"
"Sneek";"2006";"50 tot 55 jaar";"2108";"1012";"1096";"212";"130";"82";"1519";"728";"791";"54";"12";"42";"323";"142";"181";"0091"
"Sneek";"2006";"55 tot 60 jaar";"2233";"1158";"1075";"176";"114";"62";"1685";"880";"805";"89";"27";"62";"283";"137";"146";"0091"
"Sneek";"2006";"60 tot 65 jaar";"1853";"875";"978";"107";"46";"61";"1425";"722";"703";"160";"35";"125";"161";"72";"89";"0091"
"Sneek";"2006";"65 tot 70 jaar";"1536";"740";"796";"73";"26";"47";"1122";"602";"520";"179";"48";"131";"162";"64";"98";"0091"
"Sneek";"2006";"70 tot 75 jaar";"1312";"619";"693";"64";"33";"31";"857";"466";"391";"291";"69";"222";"100";"51";"49";"0091"
"Sneek";"2006";"75 tot 80 jaar";"1051";"459";"592";"48";"14";"34";"601";"352";"249";"349";"69";"280";"53";"24";"29";"0091"
