"Bevolking en huishoudens; viercijferige postcode, 1 januari 2006";;;;;;;;;;;
Onderwerpen;Allochtonen naar herkomstgroepering;Allochtonen naar herkomstgroepering;Allochtonen naar herkomstgroepering;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Lokalisering van de postcode;;
Onderwerpen;Totaal allochtonen;Westerse allochtonen;Niet-westerse allochtonen;Totaal particuliere huishoudens;Eenpersoonshuishoudens;Meerpersoonshuishoudens zonder kinderen;Meerpersoonshuishoudens met kinderen;Gemiddelde huishoudensgrootte;Gemeentenaam;;totaalpers
Postcodes op 1 januari;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;naam;;
4458 Goes;85;65;15;640;160;225;250;2.48;Goes;;1587.2
4461 Goes;1405;815;590;5675;2630;1675;1370;1.92;Goes;;10896
4462 Goes;675;405;270;2770;1080;865;825;2.13;Goes;;5900.1
4463 Goes;1775;705;1065;2835;780;825;1230;2.47;Goes;;7002.45
4464 Goes;145;120;25;570;80;245;245;2.67;Goes;;1521.9
4465 Goes;135;115;20;400;40;185;170;2.68;Goes;;1072
4471 Goes;125;100;25;970;275;330;365;2.43;Goes;;2357.1
4472 Goes;60;45;15;445;80;165;205;2.64;Goes;;1174.8
4474 Goes;50;35;10;220;55;90;80;2.35;Goes;;517
4475 Goes;45;35;5;305;65;125;120;2.45;Goes;;747.25
4481 Goes;255;175;80;1220;300;460;460;2.45;Goes;;2989
4482 Kapelle;5;0;0;10;5;5;5;2.63;Kapelle;;26.3
4484 Noord-Beveland;185;130;55;820;225;350;245;2.22;Noord-Beveland;;1820.4
4485 Noord-Beveland;30;25;5;190;45;80;65;2.29;Noord-Beveland;;435.1
4486 Noord-Beveland;155;120;35;680;225;245;210;2.18;Noord-Beveland;;1482.4
4491 Noord-Beveland;100;75;25;485;130;210;150;2.25;Noord-Beveland;;1091.25
4493 Noord-Beveland;155;135;20;885;260;345;275;2.23;Noord-Beveland;;1973.55
4494 Noord-Beveland;25;25;0;145;45;60;35;2.1;Noord-Beveland;;304.5
4501 Sluis;875;760;120;2255;765;780;710;2.15;Sluis;;4848.25
4503 Sluis;145;135;5;490;145;185;165;2.24;Sluis;;1097.6
4504 Sluis;85;70;15;220;75;75;70;2.24;Sluis;;492.8
4505 Sluis;120;115;10;275;80;110;80;2.16;Sluis;;594
4506 Sluis;130;120;15;375;125;135;115;2.16;Sluis;;810
4507 Sluis;240;225;15;640;180;250;210;2.27;Sluis;;1452.8
4508 Sluis;105;100;5;230;55;100;75;2.35;Sluis;;540.5
4511 Sluis;665;540;120;2110;635;800;675;2.18;Sluis;;4599.8
4513 Sluis;100;95;5;360;115;135;105;2.18;Sluis;;784.8
4515 Sluis;440;425;15;955;275;365;315;2.28;Sluis;;2177.4
4521 Terneuzen;265;235;30;695;160;275;255;2.39;Terneuzen;;1661.05
4522 Sluis;35;35;0;80;10;35;35;2.59;Sluis;;207.2
4524 Sluis;755;705;55;1105;400;375;335;2.09;Sluis;;2309.45
4525 Sluis;105;105;5;215;85;70;55;2;Sluis;;430
4527 Sluis;800;745;60;1140;380;430;335;2.13;Sluis;;2428.2
4528 Sluis;105;105;0;140;30;50;60;2.49;Sluis;;348.6
4529 Sluis;500;490;10;400;120;140;145;2.22;Sluis;;888
4531 Terneuzen;640;440;200;1450;775;420;250;1.68;Terneuzen;;2436
4532 Terneuzen;1455;895;560;3515;1290;1395;830;2.03;Terneuzen;;7135.45
4533 Terneuzen;300;250;50;740;95;225;420;2.91;Terneuzen;;2153.4
4535 Terneuzen;895;605;295;2005;445;695;860;2.52;Terneuzen;;5052.6
4536 Terneuzen;935;450;485;1405;485;495;430;2.13;Terneuzen;;2992.65
4537 Terneuzen;1220;545;675;1740;555;485;700;2.32;Terneuzen;;4036.8
4538 Terneuzen;35;30;10;105;35;30;40;2.27;Terneuzen;;238.35
4539 Terneuzen;15;15;5;75;15;20;40;2.88;Terneuzen;;216
4541 Terneuzen;580;425;155;1105;340;390;380;2.25;Terneuzen;;2486.25
4542 Terneuzen;405;330;75;1225;310;440;470;2.45;Terneuzen;;3001.25
4543 Terneuzen;255;205;50;1150;285;395;470;2.52;Terneuzen;;2898
4551 Terneuzen;1425;1220;205;1965;670;690;605;2.11;Terneuzen;;4146.15
4553 Terneuzen;430;405;25;915;205;360;345;2.41;Terneuzen;;2205.15
4554 Terneuzen;620;585;30;900;235;335;325;2.28;Terneuzen;;2052
4561 Hulst;2310;2085;225;4570;1515;1640;1415;2.14;Hulst;;9779.8
4562 Hulst;140;125;15;230;30;60;140;2.98;Hulst;;685.4
4564 Hulst;805;730;75;1375;385;470;520;2.31;Hulst;;3176.25
4565 Hulst;135;130;0;175;45;70;55;2.24;Hulst;;392
4566 Hulst;290;275;15;480;120;160;190;2.4;Hulst;;1152
4567 Hulst;900;860;40;990;250;350;385;2.37;Hulst;;2346.3
4568 Hulst;610;590;25;445;130;145;165;2.28;Hulst;;1014.6
4569 Hulst;235;215;20;410;115;160;135;2.27;Hulst;;930.7
4571 Terneuzen;1495;1095;400;3720;1230;1260;1230;2.19;Terneuzen;;8146.8
4574 Terneuzen;225;215;10;420;110;150;160;2.35;Terneuzen;;987
4575 Terneuzen;100;95;5;95;15;40;35;2.45;Terneuzen;;232.75
4576 Terneuzen;755;735;25;1085;255;410;420;2.39;Terneuzen;;2593.15
4581 Hulst;225;190;35;790;175;315;305;2.42;Hulst;;1911.8
4583 Hulst;85;75;0;220;60;80;80;2.32;Hulst;;510.4
4584 Hulst;30;30;0;100;20;40;40;2.43;Hulst;;243
4585 Hulst;125;115;10;320;85;130;110;2.32;Hulst;;742.4
4586 Hulst;80;75;5;245;65;85;95;2.38;Hulst;;583.1
4587 Hulst;335;290;45;1385;410;480;490;2.29;Hulst;;3171.65
4588 Hulst;40;40;0;160;30;65;60;2.5;Hulst;;400
4589 Hulst;45;40;0;135;40;50;50;2.32;Hulst;;313.2
4611 Bergen op Zoom;1335;815;515;4160;1990;1265;905;1.85;Bergen op Zoom;;7696
4612 Bergen op Zoom;10;5;0;85;20;15;45;2.82;Bergen op Zoom;;239.7
4613 Bergen op Zoom;875;415;455;1725;480;500;750;2.43;Bergen op Zoom;;4191.75
4614 Bergen op Zoom;1180;690;485;3200;925;1055;1225;2.32;Bergen op Zoom;;7424
4615 Bergen op Zoom;1530;480;1050;2480;845;780;855;2.22;Bergen op Zoom;;5505.6
4616 Bergen op Zoom;0;0;0;0;0;0;0;2;Bergen op Zoom;;0
4617 Bergen op Zoom;1200;765;435;2925;600;915;1410;2.66;Bergen op Zoom;;7780.5
4621 Bergen op Zoom;2235;435;1800;2300;930;600;770;2.14;Bergen op Zoom;;4922
4622 Bergen op Zoom;45;35;10;150;35;60;55;2.52;Bergen op Zoom;;378
4623 Bergen op Zoom;1440;395;1045;1875;660;600;620;2.19;Bergen op Zoom;;4106.25
4624 Bergen op Zoom;2195;595;1595;2960;1160;935;865;2.13;Bergen op Zoom;;6304.8
4625 Bergen op Zoom;840;260;580;1280;320;475;485;2.4;Bergen op Zoom;;3072
4631 Woensdrecht;1130;885;240;3475;825;1410;1240;2.35;Woensdrecht;;8166.25
4634 Woensdrecht;240;195;40;605;95;230;280;2.61;Woensdrecht;;1579.05
4635 Woensdrecht;290;240;50;845;180;305;360;2.52;Woensdrecht;;2129.4
4641 Woensdrecht;895;795;100;2140;460;855;825;2.43;Woensdrecht;;5200.2
4645 Woensdrecht;1330;1270;60;1675;465;625;585;2.24;Woensdrecht;;3752
4651 Steenbergen;1085;695;390;4955;1235;1815;1905;2.41;Steenbergen;;11941.55
4652 Steenbergen;10;10;0;65;5;20;40;3.03;Steenbergen;;196.95
4655 Steenbergen;40;30;10;295;55;115;125;2.58;Steenbergen;;761.1
4661 Bergen op Zoom;1050;765;285;4515;975;1660;1880;2.48;Bergen op Zoom;;11197.2
4664 Bergen op Zoom;95;70;25;810;175;290;340;2.5;Bergen op Zoom;;2025
4671 Steenbergen;375;235;140;2380;610;865;900;2.36;Steenbergen;;5616.8
4675 Tholen;110;80;40;995;240;330;425;2.64;Tholen;;2626.8
4681 Steenbergen;170;125;45;930;190;355;385;2.49;Steenbergen;;2315.7
4691 Tholen;585;305;275;2800;705;910;1190;2.6;Tholen;;7280
4693 Tholen;125;75;50;650;160;210;280;2.63;Tholen;;1709.5
4694 Tholen;85;65;15;660;175;205;275;2.69;Tholen;;1775.4
4695 Tholen;385;205;175;1520;435;495;595;2.41;Tholen;;3663.2
4696 Tholen;40;35;5;615;170;205;245;2.66;Tholen;;1635.9
4697 Tholen;130;100;25;1280;315;405;560;2.65;Tholen;;3392
4698 Tholen;190;145;50;1010;235;355;415;2.59;Tholen;;2615.9
4701 Roosendaal;1015;595;420;3125;1655;885;590;1.76;Roosendaal;;5500
4702 Roosendaal;4035;1015;3025;5830;2080;1855;1895;2.2;Roosendaal;;12826
4703 Roosendaal;2230;660;1565;3625;1515;1185;925;1.99;Roosendaal;;7213.75
4704 Roosendaal;10;10;0;75;20;30;25;2.28;Roosendaal;;171
4705 Roosendaal;30;20;10;140;20;55;65;2.6;Roosendaal;;364
4706 Roosendaal;1950;1030;920;4400;910;1500;1990;2.55;Roosendaal;;11220
4707 Roosendaal;4155;1610;2545;6830;2025;2275;2525;2.33;Roosendaal;;15913.9
4708 Roosendaal;1665;1065;600;5005;1005;1525;2480;2.66;Roosendaal;;13313.3
4709 Roosendaal;230;230;5;610;135;230;245;2.49;Roosendaal;;1518.9
4711 Rucphen;655;445;210;3865;820;1460;1580;2.38;Rucphen;;9198.7
4714 Rucphen;275;190;80;1960;410;710;840;2.52;Rucphen;;4939.2
4715 Rucphen;385;300;85;1820;365;655;800;2.56;Rucphen;;4659.2
4721 Rucphen;100;95;5;480;100;165;215;2.6;Rucphen;;1248
4722 Rucphen;10;10;0;70;10;15;35;3.09;Rucphen;;216.3
4724 Roosendaal;370;265;100;1940;415;745;780;2.48;Roosendaal;;4811.2
4725 Roosendaal;125;110;10;460;95;150;215;2.64;Roosendaal;;1214.4
4726 Roosendaal;135;115;25;775;180;290;305;2.45;Roosendaal;;1898.75
4727 Roosendaal;45;35;10;230;25;80;125;2.85;Roosendaal;;655.5
4731 Halderberge;2325;785;1540;5110;1430;1755;1930;2.35;Halderberge;;12008.5
4735 Rucphen;120;85;30;825;180;280;370;2.52;Rucphen;;2079
4741 Halderberge;455;340;115;2570;475;975;1125;2.59;Halderberge;;6656.3
4744 Halderberge;150;130;25;885;180;360;340;2.41;Halderberge;;2132.85
4751 Halderberge;380;270;105;2815;595;1000;1220;2.52;Halderberge;;7093.8
4754 Halderberge;65;55;15;530;105;210;215;2.49;Halderberge;;1319.7
4756 Steenbergen;115;95;25;895;180;365;350;2.49;Steenbergen;;2228.55
4758 Moerdijk;175;110;65;1125;210;395;520;2.62;Moerdijk;;2947.5
4761 Moerdijk;1595;875;725;5595;1415;2015;2170;2.4;Moerdijk;;13428
4762 Moerdijk;50;20;30;220;30;85;105;2.69;Moerdijk;;591.8
4765 Moerdijk;105;85;20;650;155;255;240;2.4;Moerdijk;;1560
4766 Drimmelen;5;0;0;10;5;0;5;3;Drimmelen;;30
4771 Moerdijk;35;25;10;250;50;90;110;2.59;Moerdijk;;647.5
4772 Moerdijk;10;10;0;105;30;30;40;2.48;Moerdijk;;260.4
4781 Moerdijk;35;20;15;240;50;85;105;2.42;Moerdijk;;580.8
4782 Moerdijk;30;25;10;255;55;115;85;2.37;Moerdijk;;604.35
4791 Moerdijk;415;300;115;2420;575;825;1025;2.5;Moerdijk;;6050
4793 Moerdijk;320;225;100;2155;535;790;820;2.39;Moerdijk;;5150.45
4794 Moerdijk;55;35;25;420;85;165;175;2.49;Moerdijk;;1045.8
4796 Moerdijk;20;25;0;115;15;50;50;2.7;Moerdijk;;310.5
4797 Moerdijk;200;150;50;1285;310;470;505;2.42;Moerdijk;;3109.7
4811 Breda;2680;1545;1135;8600;5680;2035;890;1.5;Breda;;12900
4812 Breda;2110;765;1350;4215;2035;1090;1095;1.89;Breda;;7966.35
4813 Breda;1280;770;510;3380;1115;1170;1100;2.19;Breda;;7402.2
4814 Breda;2340;1010;1335;5085;1995;1410;1670;2.11;Breda;;10729.35
4815 Breda;530;305;225;1580;625;505;445;2.06;Breda;;3254.8
4816 Breda;1470;485;990;2145;1055;565;525;1.89;Breda;;4054.05
4817 Breda;3565;1805;1760;7340;3300;2235;1805;1.97;Breda;;14459.8
4818 Breda;1125;870;255;4175;1900;1045;1235;2.09;Breda;;8725.75
4819 Breda;345;275;60;1665;745;485;430;1.98;Breda;;3296.7
4822 Breda;2525;970;1555;3490;980;860;1650;2.5;Breda;;8725
4823 Breda;2015;980;1035;3665;865;1065;1740;2.56;Breda;;9382.4
4824 Breda;2150;1180;970;4000;1105;1075;1815;2.47;Breda;;9880
4825 Breda;20;10;10;70;25;25;20;2.04;Breda;;142.8
4826 Breda;3370;1020;2350;4120;1515;1285;1320;2.16;Breda;;8899.2
4827 Breda;3185;895;2290;3225;1465;835;925;2.01;Breda;;6482.25
4834 Breda;1445;990;455;5370;2170;1785;1420;2.04;Breda;;10954.8
4835 Breda;855;705;155;2940;1130;815;1000;2.21;Breda;;6497.4
4836 Breda;120;70;50;190;50;65;75;2.52;Breda;;478.8
4837 Breda;285;240;45;1030;490;350;190;1.84;Breda;;1895.2
4838 Breda;75;70;10;410;75;165;175;2.66;Breda;;1090.6
4839 Breda;20;20;5;145;25;55;65;2.68;Breda;;388.6
4841 Breda;895;660;235;4480;900;1710;1870;2.54;Breda;;11379.2
4844 Drimmelen;520;390;135;2400;510;835;1050;2.55;Drimmelen;;6120
4845 Drimmelen;80;60;20;815;155;270;390;2.69;Drimmelen;;2192.35
4847 Breda;695;510;180;2550;540;975;1040;2.53;Breda;;6451.5
4849 Oosterhout;140;130;10;925;180;385;360;2.5;Oosterhout;;2312.5
4851 Breda;495;415;75;1910;470;750;690;2.4;Breda;;4584
4854 Breda;620;445;175;2775;545;970;1265;2.63;Breda;;7298.25
4855 Alphen-Chaam;120;115;0;360;70;135;155;2.55;Alphen-Chaam;;918
4856 Alphen-Chaam;45;40;5;140;35;45;55;2.64;Alphen-Chaam;;369.6
4858 Alphen-Chaam;40;30;5;120;20;45;50;2.66;Alphen-Chaam;;319.2
4859 Alphen-Chaam;0;0;0;20;0;5;10;3.25;Alphen-Chaam;;65
4861 Alphen-Chaam;435;375;55;1480;310;535;640;2.59;Alphen-Chaam;;3833.2
4871 Etten-Leur;1905;1035;870;5270;1350;1815;2100;2.42;Etten-Leur;;12753.4
4872 Etten-Leur;1565;760;805;3765;1195;1145;1430;2.33;Etten-Leur;;8772.45
4873 Etten-Leur;845;435;410;2650;685;960;1010;2.41;Etten-Leur;;6386.5
4874 Etten-Leur;455;190;265;1075;205;305;570;2.72;Etten-Leur;;2924
4875 Etten-Leur;310;125;180;825;250;335;245;2.22;Etten-Leur;;1831.5
4876 Etten-Leur;1845;810;1035;2915;920;870;1130;2.38;Etten-Leur;;6937.7
4877 Etten-Leur;5;10;0;25;10;5;10;2.29;Etten-Leur;;57.25
4878 Etten-Leur;0;0;0;5;0;5;0;2.6;Etten-Leur;;13
4879 Etten-Leur;15;10;5;75;10;20;45;2.87;Etten-Leur;;215.25
4881 Zundert;1120;815;305;3215;1000;1140;1075;2.27;Zundert;;7298.05
4882 Zundert;155;145;10;860;120;245;490;2.99;Zundert;;2571.4
4884 Zundert;660;640;20;1190;225;545;430;2.49;Zundert;;2963.1
4885 Zundert;220;210;5;655;145;220;285;2.62;Zundert;;1716.1
4891 Zundert;515;450;60;2345;535;820;985;2.56;Zundert;;6003.2
4901 Oosterhout;1305;755;545;4875;1780;1735;1355;2.09;Oosterhout;;10188.75
4902 Oosterhout;1850;635;1215;3935;1325;1295;1320;2.21;Oosterhout;;8696.35
4903 Oosterhout;35;35;0;100;25;30;45;2.5;Oosterhout;;250
4904 Oosterhout;2420;960;1460;4310;1360;1480;1470;2.27;Oosterhout;;9783.7
4905 Oosterhout;60;45;15;355;100;135;125;2.33;Oosterhout;;827.15
4906 Oosterhout;325;215;115;1075;205;400;475;2.57;Oosterhout;;2762.75
4907 Oosterhout;1945;1065;875;4405;870;1470;2070;2.58;Oosterhout;;11364.9
4908 Oosterhout;565;355;210;1390;315;405;665;2.57;Oosterhout;;3572.3
4909 Oosterhout;65;55;5;470;65;165;235;2.9;Oosterhout;;1363
4911 Oosterhout;50;50;0;450;90;130;235;2.71;Oosterhout;;1219.5
4921 Drimmelen;565;445;120;4630;1030;1730;1875;2.48;Drimmelen;;11482.4
4924 Drimmelen;30;15;15;230;40;90;100;2.68;Drimmelen;;616.4
4926 Drimmelen;310;230;75;1690;385;640;660;2.45;Drimmelen;;4140.5
4927 Drimmelen;125;95;25;645;125;255;265;2.54;Drimmelen;;1638.3
4931 Geertruidenberg;615;430;190;2850;770;970;1110;2.34;Geertruidenberg;;6669
4941 Geertruidenberg;620;430;190;3360;830;1280;1250;2.34;Geertruidenberg;;7862.4
4942 Geertruidenberg;375;235;140;1430;265;425;735;2.7;Geertruidenberg;;3861
4944 Geertruidenberg;135;100;35;820;160;260;400;2.66;Geertruidenberg;;2181.2
5011 Tilburg;3990;965;3020;5460;2155;1695;1605;2.09;Tilburg;;11411.4
5012 Tilburg;995;440;555;1850;610;640;605;2.17;Tilburg;;4014.5
5013 Tilburg;210;65;145;430;215;105;105;1.91;Tilburg;;821.3
5014 Tilburg;2255;915;1340;5825;2905;1485;1435;1.87;Tilburg;;10892.75
5015 Tilburg;70;45;30;320;90;120;110;2.27;Tilburg;;726.4
5017 Tilburg;545;360;185;2530;1195;685;645;1.95;Tilburg;;4933.5
5018 Tilburg;610;235;370;1490;505;395;585;2.27;Tilburg;;3382.3
5021 Tilburg;2290;915;1375;6270;3260;1545;1465;1.81;Tilburg;;11348.7
5022 Tilburg;2350;700;1655;3680;1420;1040;1225;2.14;Tilburg;;7875.2
5025 Tilburg;2815;1030;1790;6770;3825;1520;1430;1.74;Tilburg;;11779.8
5026 Tilburg;15;10;0;90;35;40;20;2.04;Tilburg;;183.6
5032 Tilburg;585;470;115;2455;370;855;1230;2.74;Tilburg;;6726.7
5035 Tilburg;1070;570;495;2345;420;645;1270;2.7;Tilburg;;6331.5
5036 Tilburg;375;200;170;875;120;405;350;2.53;Tilburg;;2213.75
5037 Tilburg;2280;855;1420;4755;2445;1245;1065;1.87;Tilburg;;8891.85
5038 Tilburg;1620;955;660;7605;4805;2045;755;1.51;Tilburg;;11483.55
5041 Tilburg;1485;640;845;4300;2265;1045;990;1.82;Tilburg;;7826
5042 Tilburg;3455;955;2500;6175;3240;1680;1260;1.8;Tilburg;;11115
5043 Tilburg;1795;935;860;3885;935;1005;1945;2.62;Tilburg;;10178.7
5044 Tilburg;3290;850;2440;3955;1650;1070;1230;2.11;Tilburg;;8345.05
5045 Tilburg;2940;1700;1240;6790;985;1890;3915;2.88;Tilburg;;19555.2
5046 Tilburg;2795;950;1845;5610;2640;1395;1570;1.95;Tilburg;;10939.5
5047 Tilburg;10;5;5;85;20;30;35;2.53;Tilburg;;215.05
5048 Tilburg;10;5;5;30;10;10;5;2.19;Tilburg;;65.7
5049 Tilburg;3905;665;3245;3155;1120;790;1245;2.32;Tilburg;;7319.6
5051 Goirle;1560;1080;480;6030;1500;2215;2315;2.4;Goirle;;14472
5052 Goirle;395;255;145;1390;240;390;765;2.75;Goirle;;3822.5
5053 Goirle;95;60;35;355;40;105;205;2.89;Goirle;;1025.95
5056 Tilburg;770;590;180;4180;865;1465;1850;2.62;Tilburg;;10951.6
5059 Oisterwijk;10;5;0;100;25;30;45;2.67;Oisterwijk;;267
5061 Oisterwijk;1325;815;505;5050;1505;1575;1965;2.37;Oisterwijk;;11968.5
5062 Oisterwijk;905;525;385;2625;755;945;920;2.34;Oisterwijk;;6142.5
5063 Oisterwijk;175;80;100;455;100;105;250;2.8;Oisterwijk;;1274
5066 Oisterwijk;345;270;80;2215;470;765;975;2.66;Oisterwijk;;5891.9
5071 Tilburg;535;320;210;3065;730;1035;1295;2.52;Tilburg;;7723.8
5074 Haaren;60;45;15;390;65;110;210;3.03;Haaren;;1181.7
5076 Haaren;300;210;95;2010;470;685;855;2.59;Haaren;;5205.9
5081 Hilvarenbeek;670;535;140;3335;815;1110;1410;2.53;Hilvarenbeek;;8437.55
5084 Hilvarenbeek;35;30;5;295;55;95;145;2.87;Hilvarenbeek;;846.65
5085 Hilvarenbeek;60;55;10;430;90;140;200;2.76;Hilvarenbeek;;1186.8
5087 Hilvarenbeek;140;120;25;1370;275;510;590;2.64;Hilvarenbeek;;3616.8
5089 Hilvarenbeek;20;15;5;285;45;80;160;2.98;Hilvarenbeek;;849.3
5091 Oirschot;255;185;70;2220;500;735;980;2.66;Oirschot;;5905.2
5094 Reusel-De Mierden;110;95;15;625;135;195;295;2.74;Reusel-De Mierden;;1712.5
5095 Reusel-De Mierden;95;85;5;595;115;175;310;2.88;Reusel-De Mierden;;1713.6
5096 Reusel-De Mierden;25;20;5;245;45;70;130;2.91;Reusel-De Mierden;;712.95
5101 Dongen;595;280;310;1655;485;590;575;2.28;Dongen;;3773.4
5102 Dongen;630;315;315;1825;435;675;720;2.46;Dongen;;4489.5
5103 Dongen;885;415;470;2555;435;755;1365;2.8;Dongen;;7154
5104 Dongen;945;435;510;2875;1180;855;835;2.08;Dongen;;5980
5105 Dongen;30;25;5;140;25;40;75;2.87;Dongen;;401.8
5106 Dongen;40;25;10;355;60;105;195;2.94;Dongen;;1043.7
5107 Dongen;5;5;0;20;0;10;5;2.53;Dongen;;50.6
5109 Dongen;110;75;30;855;165;315;375;2.56;Dongen;;2188.8
5111 Baarle-Nassau;1370;1280;90;2360;750;850;765;2.24;Baarle-Nassau;;5286.4
5113 Baarle-Nassau;245;245;0;405;95;120;190;2.71;Baarle-Nassau;;1097.55
5114 Baarle-Nassau;75;80;0;55;15;20;20;2.46;Baarle-Nassau;;135.3
5121 Gilze en Rijen;2000;960;1035;4970;1195;1840;1930;2.44;Gilze en Rijen;;12126.8
5122 Gilze en Rijen;600;305;300;1385;270;380;735;2.77;Gilze en Rijen;;3836.45
5124 Gilze en Rijen;80;65;10;580;150;220;210;2.39;Gilze en Rijen;;1386.2
5125 Gilze en Rijen;10;15;0;115;15;50;60;2.88;Gilze en Rijen;;331.2
5126 Gilze en Rijen;690;430;255;3050;845;1005;1195;2.43;Gilze en Rijen;;7411.5
5131 Alphen-Chaam;545;475;70;1505;315;495;695;2.66;Alphen-Chaam;;4003.3
5133 Goirle;170;145;30;980;200;375;410;2.57;Goirle;;2518.6
5141 Waalwijk;740;430;315;2650;975;840;840;2.16;Waalwijk;;5724
5142 Waalwijk;2055;835;1225;4340;1480;1335;1525;2.23;Waalwijk;;9678.2
5143 Waalwijk;760;325;435;1995;455;795;745;2.41;Waalwijk;;4807.95
5144 Waalwijk;1570;740;830;3710;840;1255;1615;2.49;Waalwijk;;9237.9
5145 Waalwijk;5;5;5;50;15;20;20;2.4;Waalwijk;;120
5146 Waalwijk;45;15;30;180;20;80;80;2.67;Waalwijk;;480.6
5151 Heusden;1930;775;1150;4945;1070;1745;2130;2.56;Heusden;;12659.2
5152 Heusden;490;245;245;1860;450;490;920;2.66;Heusden;;4947.6
5154 Heusden;30;25;0;575;105;200;270;2.75;Heusden;;1581.25
5161 Waalwijk;635;420;215;3955;880;1275;1795;2.58;Waalwijk;;10203.9
5165 Waalwijk;290;215;75;1965;415;685;865;2.58;Waalwijk;;5069.7
5171 Loon op Zand;1230;720;515;5355;1245;1820;2285;2.5;Loon op Zand;;13387.5
5172 Loon op Zand;200;150;55;1085;225;290;570;2.69;Loon op Zand;;2918.65
5175 Loon op Zand;375;280;100;2320;535;905;880;2.43;Loon op Zand;;5637.6
5176 Loon op Zand;25;20;5;210;55;70;85;2.53;Loon op Zand;;531.3
5211 's-Hertogenbosch;2030;1280;755;7665;4995;1865;805;1.5;'s-Hertogenbosch;;11497.5
5212 's-Hertogenbosch;1410;595;815;3705;1820;915;970;1.92;'s-Hertogenbosch;;7113.6
5213 's-Hertogenbosch;1365;510;855;3420;1435;940;1045;2.04;'s-Hertogenbosch;;6976.8
5215 's-Hertogenbosch;850;415;440;2625;1200;755;670;1.93;'s-Hertogenbosch;;5066.25
5216 's-Hertogenbosch;1175;510;670;3545;1695;1080;765;1.84;'s-Hertogenbosch;;6522.8
5221 's-Hertogenbosch;425;320;105;1815;275;645;900;2.72;'s-Hertogenbosch;;4936.8
5222 's-Hertogenbosch;15;10;10;75;40;15;15;1.73;'s-Hertogenbosch;;129.75
5223 's-Hertogenbosch;3490;1000;2490;5635;2660;1645;1330;1.9;'s-Hertogenbosch;;10706.5
5224 's-Hertogenbosch;2690;835;1855;3860;1280;1240;1335;2.26;'s-Hertogenbosch;;8723.6
5231 's-Hertogenbosch;3005;1010;1990;4900;1945;1185;1775;2.18;'s-Hertogenbosch;;10682
5232 's-Hertogenbosch;60;55;0;275;50;145;75;2.3;'s-Hertogenbosch;;632.5
5233 's-Hertogenbosch;2020;1005;1015;3545;1015;1090;1450;2.32;'s-Hertogenbosch;;8224.4
5234 's-Hertogenbosch;15;0;15;30;5;10;20;2.79;'s-Hertogenbosch;;83.7
5235 's-Hertogenbosch;1290;755;540;3140;915;910;1325;2.37;'s-Hertogenbosch;;7441.8
5236 's-Hertogenbosch;590;345;245;1865;255;570;1040;2.85;'s-Hertogenbosch;;5315.25
5237 's-Hertogenbosch;1345;890;455;3850;705;1225;1920;2.7;'s-Hertogenbosch;;10395
5241 's-Hertogenbosch;595;435;165;2735;700;915;1120;2.45;'s-Hertogenbosch;;6700.75
5242 's-Hertogenbosch;440;345;95;1740;355;670;720;2.56;'s-Hertogenbosch;;4454.4
5243 's-Hertogenbosch;235;165;70;1125;325;335;465;2.44;'s-Hertogenbosch;;2745
5244 's-Hertogenbosch;380;250;130;1140;230;340;570;2.64;'s-Hertogenbosch;;3009.6
5245 's-Hertogenbosch;5;0;0;15;10;5;5;1.47;'s-Hertogenbosch;;22.05
5246 's-Hertogenbosch;855;440;415;2670;940;830;900;2.21;'s-Hertogenbosch;;5900.7
5247 's-Hertogenbosch;430;260;175;1425;240;335;855;2.91;'s-Hertogenbosch;;4146.75
5248 's-Hertogenbosch;140;120;25;510;135;205;175;2.38;'s-Hertogenbosch;;1213.8
5249 's-Hertogenbosch;10;5;5;120;15;40;65;3.07;'s-Hertogenbosch;;368.4
5251 Heusden;1100;670;435;4590;1085;1580;1920;2.5;Heusden;;11475
5252 Heusden;230;170;60;890;180;260;440;2.63;Heusden;;2340.7
5253 Heusden;130;100;30;830;195;280;360;2.54;Heusden;;2108.2
5254 Heusden;50;40;15;725;145;205;370;2.77;Heusden;;2008.25
5256 Heusden;915;395;520;2310;595;740;975;2.49;Heusden;;5751.9
5258 Sint-Michielsgestel;595;400;195;3575;790;1230;1555;2.6;Sint-Michielsgestel;;9295
5261 Vught;805;560;240;2910;1145;880;885;2.11;Vught;;6140.1
5262 Vught;1510;1100;410;5435;1545;1620;2270;2.42;Vught;;13152.7
5263 Vught;635;515;125;1510;315;540;660;2.64;Vught;;3986.4
5264 Vught;70;15;55;55;45;0;10;1.44;Vught;;79.2
5266 Vught;25;20;10;290;70;90;125;2.6;Vught;;754
5268 Haaren;270;200;65;1790;405;635;750;2.58;Haaren;;4618.2
5271 Sint-Michielsgestel;715;485;225;4015;955;1410;1650;2.52;Sint-Michielsgestel;;10117.8
5272 Sint-Michielsgestel;220;125;100;710;180;190;340;2.6;Sint-Michielsgestel;;1846
5275 Sint-Michielsgestel;160;115;45;1570;315;550;700;2.64;Sint-Michielsgestel;;4144.8
