"";"Geslacht";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Mannen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen";"Vrouwen"
"";"Onderwerpen";"Totaal personen in huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in particuliere huishoudens";"Personen in institutionele huishoudens"
"";"Onderwerpen";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Samenwonend";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens"
"";"Onderwerpen";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Totaal samenwonende personen";"Partner in niet-gehuwd paar zonder ki...";"Partner in gehuwd paar zonder kinderen";"Partner in niet-gehuwd paar met kinderen";"Partner in gehuwd paar met kinderen";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens";"Totaal personen in huishoudens";"Totaal in particuliere huishoudens";"Thuiswonend kind";"Alleenstaand";"Totaal samenwonende personen";"Partner in niet-gehuwd paar zonder ki...";"Partner in gehuwd paar zonder kinderen";"Partner in niet-gehuwd paar met kinderen";"Partner in gehuwd paar met kinderen";"Ouder in eenouderhuishouden";"Overig lid huishouden";"Personen in institutionele huishoudens"
"Regio's";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal"
"Nederlek";"80 tot 85 jaar";"121";"119";"-";"29";"89";"3";"80";"1";"5";"-";"1";"2";"196";"187";"-";"123";"54";"3";"51";"-";"-";"7";"3";"9"
"Nederlek";"85 tot 90 jaar";"49";"49";"-";"21";"25";"1";"24";"-";"-";"1";"2";"-";"113";"103";"-";"90";"9";"1";"8";"-";"-";"3";"1";"10"
"Nederlek";"90 tot 95 jaar";"10";"10";"-";"6";"3";"1";"2";"-";"-";"-";"1";"-";"52";"50";"-";"47";"-";"-";"-";"-";"-";"2";"1";"2"
"Nederlek";"95 jaar of ouder";"-";"-";"-";"-";" ";"-";"-";"-";"-";"-";"-";"-";"13";"12";"-";"12";"-";"-";"-";"-";"-";"-";"-";"1"
"Nederweert";"Totaal leeftijden";"8338";"8292";"2823";"604";"4713";"410";"1784";"171";"2348";"76";"76";"46";"8108";"8022";"2348";"676";"4701";"396";"1784";"173";"2348";"213";"84";"86"
"Nederweert";"0 tot 5 jaar";"458";"458";"458";" ";" ";" ";" ";" ";" ";" ";"-";"-";"429";"429";"424";" ";" ";" ";" ";" ";" ";" ";"5";"-"
"Nederweert";"5 tot 10 jaar";"537";"537";"534";" ";" ";" ";" ";" ";" ";" ";"3";"-";"532";"532";"531";" ";" ";" ";" ";" ";" ";" ";"1";"-"
"Nederweert";"10 tot 15 jaar";"543";"543";"543";" ";" ";" ";" ";" ";" ";" ";"-";"-";"552";"552";"552";" ";" ";" ";" ";" ";" ";" ";"-";"-"
"Nederweert";"15 tot 20 jaar";"553";"553";"544";"6";"2";"2";"-";"-";"-";"-";"1";"-";"511";"511";"495";"11";"5";"5";"-";"-";"-";"-";"-";"-"
"Nederweert";"20 tot 25 jaar";"410";"409";"368";"14";"24";"22";"1";"-";"1";"-";"3";"1";"376";"376";"266";"19";"86";"68";"9";"5";"4";"2";"3";"-"
"Nederweert";"25 tot 30 jaar";"396";"395";"183";"45";"164";"118";"18";"8";"20";"-";"3";"1";"332";"332";"45";"34";"242";"119";"33";"15";"75";"7";"4";"-"
"Nederweert";"30 tot 35 jaar";"477";"472";"69";"63";"338";"92";"39";"33";"174";"1";"1";"5";"437";"435";"9";"19";"390";"64";"33";"34";"259";"13";"4";"2"
"Nederweert";"35 tot 40 jaar";"676";"676";"48";"77";"538";"49";"45";"46";"398";"4";"9";"-";"675";"674";"6";"22";"609";"32";"49";"67";"461";"32";"5";"1"
"Nederweert";"40 tot 45 jaar";"730";"726";"43";"64";"604";"34";"46";"38";"486";"10";"5";"4";"686";"683";"9";"18";"626";"31";"58";"33";"504";"27";"3";"3"
