"Bevolking; geslacht, leeftijd, burgerlijke staat en regio, 1 januari"
"";"";"Onderwerpen";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: ongehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: gehuwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: verweduwd naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Bevolking: gescheiden naar geslacht";"Regionale coderingen"
"";"";"Onderwerpen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Mannen en vrouwen";"Mannen";"Vrouwen";"Gemeente"
"Regio's";"Perioden";"Leeftijd";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"aantal";"code"
"Alblasserdam";"2006";"30 tot 35 jaar";"1202";"574";"628";"375";"200";"175";"787";"360";"427";"1";"1";"-";"39";"13";"26";"0482"
"Alblasserdam";"2006";"35 tot 40 jaar";"1494";"742";"752";"328";"187";"141";"1045";"502";"543";"4";"1";"3";"117";"52";"65";"0482"
"Alblasserdam";"2006";"40 tot 45 jaar";"1389";"705";"684";"218";"140";"78";"1023";"500";"523";"8";"2";"6";"140";"63";"77";"0482"
"Alblasserdam";"2006";"45 tot 50 jaar";"1175";"612";"563";"130";"81";"49";"928";"483";"445";"20";"7";"13";"97";"41";"56";"0482"
"Alblasserdam";"2006";"50 tot 55 jaar";"1030";"511";"519";"78";"52";"26";"807";"408";"399";"30";"7";"23";"115";"44";"71";"0482"
"Alblasserdam";"2006";"55 tot 60 jaar";"1243";"605";"638";"65";"42";"23";"1037";"514";"523";"52";"12";"40";"89";"37";"52";"0482"
"Alblasserdam";"2006";"60 tot 65 jaar";"994";"466";"528";"28";"17";"11";"825";"411";"414";"75";"13";"62";"66";"25";"41";"0482"
"Alblasserdam";"2006";"65 tot 70 jaar";"946";"477";"469";"21";"13";"8";"757";"427";"330";"120";"19";"101";"48";"18";"30";"0482"
"Alblasserdam";"2006";"70 tot 75 jaar";"651";"292";"359";"15";"8";"7";"438";"237";"201";"171";"33";"138";"27";"14";"13";"0482"
"Alblasserdam";"2006";"75 tot 80 jaar";"620";"248";"372";"20";"11";"9";"350";"194";"156";"230";"37";"193";"20";"6";"14";"0482"
"Alblasserdam";"2006";"80 tot 85 jaar";"459";"174";"285";"12";"5";"7";"169";"113";"56";"265";"52";"213";"13";"4";"9";"0482"
"Alblasserdam";"2006";"85 tot 90 jaar";"231";"51";"180";"4";"1";"3";"45";"27";"18";"177";"21";"156";"5";"2";"3";"0482"
"Alblasserdam";"2006";"90 tot 95 jaar";"77";"23";"54";"4";"-";"4";"8";"6";"2";"65";"17";"48";"-";"-";"-";"0482"
"Alblasserdam";"2006";"95 jaar of ouder";"13";"4";"9";"-";"-";"-";"-";"-";"-";"13";"4";"9";"-";"-";"-";"0482"
"Albrandswaard";"2006";"Totaal leeftijden";"21059";"10510";"10549";"8943";"4800";"4143";"10089";"5042";"5047";"899";"188";"711";"1128";"480";"648";"0613"
"Albrandswaard";"2006";"Jonger dan 5 jaar";"1395";"714";"681";"1395";"714";"681";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0613"
"Albrandswaard";"2006";"5 tot 10 jaar";"1359";"658";"701";"1359";"658";"701";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0613"
"Albrandswaard";"2006";"10 tot 15 jaar";"1367";"716";"651";"1367";"716";"651";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0613"
"Albrandswaard";"2006";"15 tot 20 jaar";"1233";"666";"567";"1233";"666";"567";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0613"
"Albrandswaard";"2006";"20 tot 25 jaar";"799";"427";"372";"760";"420";"340";"39";"7";"32";"-";"-";"-";"-";"-";"-";"0613"
"Albrandswaard";"2006";"25 tot 30 jaar";"916";"453";"463";"642";"361";"281";"265";"90";"175";"1";"1";"-";"8";"1";"7";"0613"
"Albrandswaard";"2006";"30 tot 35 jaar";"1498";"730";"768";"653";"371";"282";"792";"335";"457";"2";"1";"1";"51";"23";"28";"0613"
"Albrandswaard";"2006";"35 tot 40 jaar";"1917";"937";"980";"545";"327";"218";"1252";"570";"682";"2";"1";"1";"118";"39";"79";"0613"
"Albrandswaard";"2006";"40 tot 45 jaar";"1994";"979";"1015";"325";"191";"134";"1486";"719";"767";"11";"2";"9";"172";"67";"105";"0613"
"Albrandswaard";"2006";"45 tot 50 jaar";"1820";"918";"902";"241";"128";"113";"1380";"709";"671";"25";"7";"18";"174";"74";"100";"0613"
"Albrandswaard";"2006";"50 tot 55 jaar";"1443";"754";"689";"139";"85";"54";"1092";"573";"519";"45";"13";"32";"167";"83";"84";"0613"
"Albrandswaard";"2006";"55 tot 60 jaar";"1619";"837";"782";"100";"69";"31";"1286";"664";"622";"55";"16";"39";"178";"88";"90";"0613"
"Albrandswaard";"2006";"60 tot 65 jaar";"1006";"495";"511";"44";"31";"13";"792";"406";"386";"68";"17";"51";"102";"41";"61";"0613"
"Albrandswaard";"2006";"65 tot 70 jaar";"817";"407";"410";"42";"24";"18";"617";"339";"278";"96";"15";"81";"62";"29";"33";"0613"
"Albrandswaard";"2006";"70 tot 75 jaar";"696";"317";"379";"29";"15";"14";"494";"268";"226";"126";"19";"107";"47";"15";"32";"0613"
"Albrandswaard";"2006";"75 tot 80 jaar";"570";"274";"296";"32";"15";"17";"363";"216";"147";"150";"35";"115";"25";"8";"17";"0613"
"Albrandswaard";"2006";"80 tot 85 jaar";"364";"150";"214";"22";"6";"16";"166";"100";"66";"161";"36";"125";"15";"8";"7";"0613"
"Albrandswaard";"2006";"85 tot 90 jaar";"183";"64";"119";"10";"2";"8";"54";"38";"16";"110";"20";"90";"9";"4";"5";"0613"
"Albrandswaard";"2006";"90 tot 95 jaar";"56";"13";"43";"5";"1";"4";"11";"8";"3";"40";"4";"36";"-";"-";"-";"0613"
"Albrandswaard";"2006";"95 jaar of ouder";"7";"1";"6";"-";"-";"-";"-";"-";"-";"7";"1";"6";"-";"-";"-";"0613"
"Alkemade";"2006";"Totaal leeftijden";"14512";"7315";"7197";"6604";"3602";"3002";"6652";"3327";"3325";"672";"118";"554";"584";"268";"316";"0483"
"Alkemade";"2006";"Jonger dan 5 jaar";"874";"456";"418";"874";"456";"418";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0483"
"Alkemade";"2006";"5 tot 10 jaar";"962";"504";"458";"962";"504";"458";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0483"
"Alkemade";"2006";"10 tot 15 jaar";"1042";"512";"530";"1042";"512";"530";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0483"
"Alkemade";"2006";"15 tot 20 jaar";"947";"479";"468";"947";"479";"468";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0483"
"Alkemade";"2006";"20 tot 25 jaar";"813";"422";"391";"794";"422";"372";"18";"-";"18";"-";"-";"-";"1";"-";"1";"0483"
"Alkemade";"2006";"25 tot 30 jaar";"754";"415";"339";"595";"361";"234";"157";"54";"103";"-";"-";"-";"2";"-";"2";"0483"
"Alkemade";"2006";"30 tot 35 jaar";"843";"415";"428";"445";"258";"187";"369";"155";"214";"2";"-";"2";"27";"2";"25";"0483"
"Alkemade";"2006";"35 tot 40 jaar";"1125";"580";"545";"359";"240";"119";"691";"304";"387";"2";"1";"1";"73";"35";"38";"0483"
"Alkemade";"2006";"40 tot 45 jaar";"1195";"602";"593";"215";"134";"81";"875";"416";"459";"5";"2";"3";"100";"50";"50";"0483"
"Alkemade";"2006";"45 tot 50 jaar";"1199";"615";"584";"140";"93";"47";"957";"469";"488";"8";"4";"4";"94";"49";"45";"0483"
"Alkemade";"2006";"50 tot 55 jaar";"1088";"567";"521";"78";"53";"25";"881";"463";"418";"28";"3";"25";"101";"48";"53";"0483"
"Alkemade";"2006";"55 tot 60 jaar";"1031";"539";"492";"40";"31";"9";"872";"463";"409";"39";"5";"34";"80";"40";"40";"0483"
"Alkemade";"2006";"60 tot 65 jaar";"725";"360";"365";"26";"17";"9";"597";"307";"290";"50";"14";"36";"52";"22";"30";"0483"
"Alkemade";"2006";"65 tot 70 jaar";"587";"290";"297";"17";"11";"6";"464";"253";"211";"79";"17";"62";"27";"9";"18";"0483"
"Alkemade";"2006";"70 tot 75 jaar";"547";"255";"292";"30";"15";"15";"394";"209";"185";"107";"23";"84";"16";"8";"8";"0483"
"Alkemade";"2006";"75 tot 80 jaar";"368";"160";"208";"20";"10";"10";"215";"131";"84";"124";"15";"109";"9";"4";"5";"0483"
"Alkemade";"2006";"80 tot 85 jaar";"245";"91";"154";"15";"3";"12";"121";"69";"52";"108";"18";"90";"1";"1";"-";"0483"
"Alkemade";"2006";"85 tot 90 jaar";"121";"41";"80";"3";"3";"-";"36";"30";"6";"82";"8";"74";"-";"-";"-";"0483"
"Alkemade";"2006";"90 tot 95 jaar";"40";"11";"29";"2";"-";"2";"4";"3";"1";"33";"8";"25";"1";"-";"1";"0483"
"Alkemade";"2006";"95 jaar of ouder";"6";"1";"5";"-";"-";"-";"1";"1";"-";"5";"-";"5";"-";"-";"-";"0483"
"Alkmaar";"2006";"Totaal leeftijden";"94455";"46325";"48130";"45849";"24187";"21662";"36349";"18146";"18203";"4582";"880";"3702";"7675";"3112";"4563";"0361"
"Alkmaar";"2006";"Jonger dan 5 jaar";"5632";"2872";"2760";"5632";"2872";"2760";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0361"
"Alkmaar";"2006";"5 tot 10 jaar";"5107";"2597";"2510";"5107";"2597";"2510";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0361"
"Alkmaar";"2006";"10 tot 15 jaar";"5451";"2778";"2673";"5451";"2778";"2673";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0361"
"Alkmaar";"2006";"15 tot 20 jaar";"5777";"2952";"2825";"5772";"2952";"2820";"5";"-";"5";"-";"-";"-";"-";"-";"-";"0361"
"Alkmaar";"2006";"20 tot 25 jaar";"5999";"2989";"3010";"5670";"2910";"2760";"318";"79";"239";"-";"-";"-";"11";"-";"11";"0361"
"Alkmaar";"2006";"25 tot 30 jaar";"6885";"3481";"3404";"5488";"2991";"2497";"1306";"456";"850";"2";"1";"1";"89";"33";"56";"0361"
"Alkmaar";"2006";"30 tot 35 jaar";"7139";"3639";"3500";"4123";"2324";"1799";"2688";"1195";"1493";"9";"3";"6";"319";"117";"202";"0361"
"Alkmaar";"2006";"35 tot 40 jaar";"7576";"3844";"3732";"2934";"1708";"1226";"3920";"1844";"2076";"22";"3";"19";"700";"289";"411";"0361"
"Alkmaar";"2006";"40 tot 45 jaar";"7168";"3572";"3596";"1896";"1102";"794";"4320";"2095";"2225";"46";"11";"35";"906";"364";"542";"0361"
"Alkmaar";"2006";"45 tot 50 jaar";"7039";"3401";"3638";"1320";"727";"593";"4542";"2202";"2340";"69";"16";"53";"1108";"456";"652";"0361"
"Alkmaar";"2006";"50 tot 55 jaar";"6987";"3421";"3566";"891";"511";"380";"4652";"2331";"2321";"176";"42";"134";"1268";"537";"731";"0361"
"Alkmaar";"2006";"55 tot 60 jaar";"6709";"3323";"3386";"547";"320";"227";"4651";"2434";"2217";"284";"74";"210";"1227";"495";"732";"0361"
"Alkmaar";"2006";"60 tot 65 jaar";"4530";"2258";"2272";"244";"136";"108";"3223";"1737";"1486";"280";"53";"227";"783";"332";"451";"0361"
"Alkmaar";"2006";"65 tot 70 jaar";"3568";"1686";"1882";"230";"112";"118";"2383";"1279";"1104";"445";"79";"366";"510";"216";"294";"0361"
"Alkmaar";"2006";"70 tot 75 jaar";"2913";"1311";"1602";"167";"64";"103";"1846";"1005";"841";"600";"119";"481";"300";"123";"177";"0361"
"Alkmaar";"2006";"75 tot 80 jaar";"2640";"1107";"1533";"158";"49";"109";"1439";"837";"602";"806";"136";"670";"237";"85";"152";"0361"
"Alkmaar";"2006";"80 tot 85 jaar";"1975";"706";"1269";"138";"30";"108";"760";"446";"314";"937";"181";"756";"140";"49";"91";"0361"
"Alkmaar";"2006";"85 tot 90 jaar";"974";"308";"666";"56";"2";"54";"257";"180";"77";"606";"114";"492";"55";"12";"43";"0361"
"Alkmaar";"2006";"90 tot 95 jaar";"313";"71";"242";"18";"2";"16";"36";"24";"12";"242";"42";"200";"17";"3";"14";"0361"
"Alkmaar";"2006";"95 jaar of ouder";"73";"9";"64";"7";"-";"7";"3";"2";"1";"58";"6";"52";"5";"1";"4";"0361"
"Almelo";"2006";"Totaal leeftijden";"72048";"35628";"36420";"31846";"17085";"14761";"31464";"15760";"15704";"4348";"877";"3471";"4390";"1906";"2484";"0141"
"Almelo";"2006";"Jonger dan 5 jaar";"4672";"2425";"2247";"4672";"2425";"2247";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0141"
"Almelo";"2006";"5 tot 10 jaar";"4564";"2320";"2244";"4564";"2320";"2244";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0141"
"Almelo";"2006";"10 tot 15 jaar";"4369";"2263";"2106";"4369";"2263";"2106";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0141"
"Almelo";"2006";"15 tot 20 jaar";"4467";"2271";"2196";"4456";"2271";"2185";"11";"-";"11";"-";"-";"-";"-";"-";"-";"0141"
"Almelo";"2006";"20 tot 25 jaar";"4130";"2070";"2060";"3706";"1965";"1741";"412";"103";"309";"-";"-";"-";"12";"2";"10";"0141"
"Almelo";"2006";"25 tot 30 jaar";"4495";"2267";"2228";"3084";"1756";"1328";"1339";"494";"845";"2";"-";"2";"70";"17";"53";"0141"
"Almelo";"2006";"30 tot 35 jaar";"5155";"2593";"2562";"2132";"1296";"836";"2763";"1214";"1549";"12";"-";"12";"248";"83";"165";"0141"
"Almelo";"2006";"35 tot 40 jaar";"5742";"2977";"2765";"1545";"952";"593";"3702";"1811";"1891";"21";"6";"15";"474";"208";"266";"0141"
"Almelo";"2006";"40 tot 45 jaar";"5547";"2854";"2693";"1089";"624";"465";"3802";"1964";"1838";"40";"7";"33";"616";"259";"357";"0141"
"Almelo";"2006";"45 tot 50 jaar";"5001";"2543";"2458";"738";"446";"292";"3543";"1777";"1766";"58";"17";"41";"662";"303";"359";"0141"
"Almelo";"2006";"50 tot 55 jaar";"4734";"2322";"2412";"492";"284";"208";"3445";"1691";"1754";"135";"39";"96";"662";"308";"354";"0141"
"Almelo";"2006";"55 tot 60 jaar";"4932";"2471";"2461";"336";"197";"139";"3764";"1936";"1828";"238";"56";"182";"594";"282";"312";"0141"
"Almelo";"2006";"60 tot 65 jaar";"3757";"1877";"1880";"164";"88";"76";"2891";"1529";"1362";"327";"86";"241";"375";"174";"201";"0141"
"Almelo";"2006";"65 tot 70 jaar";"3223";"1551";"1672";"142";"86";"56";"2317";"1236";"1081";"477";"104";"373";"287";"125";"162";"0141"
"Almelo";"2006";"70 tot 75 jaar";"2638";"1213";"1425";"109";"47";"62";"1664";"948";"716";"677";"140";"537";"188";"78";"110";"0141"
"Almelo";"2006";"75 tot 80 jaar";"2134";"862";"1272";"105";"33";"72";"1079";"616";"463";"828";"167";"661";"122";"46";"76";"0141"
"Almelo";"2006";"80 tot 85 jaar";"1467";"489";"978";"78";"23";"55";"524";"305";"219";"815";"146";"669";"50";"15";"35";"0141"
"Almelo";"2006";"85 tot 90 jaar";"726";"202";"524";"44";"6";"38";"179";"114";"65";"481";"77";"404";"22";"5";"17";"0141"
"Almelo";"2006";"90 tot 95 jaar";"245";"46";"199";"17";"2";"15";"27";"20";"7";"194";"23";"171";"7";"1";"6";"0141"
"Almelo";"2006";"95 jaar of ouder";"50";"12";"38";"4";"1";"3";"2";"2";"-";"43";"9";"34";"1";"-";"1";"0141"
"Almere";"2006";"Totaal leeftijden";"178466";"88519";"89947";"90524";"47004";"43520";"69619";"34841";"34778";"4861";"1041";"3820";"13462";"5633";"7829";"0034"
"Almere";"2006";"Jonger dan 5 jaar";"14108";"7243";"6865";"14108";"7243";"6865";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0034"
"Almere";"2006";"5 tot 10 jaar";"13718";"6990";"6728";"13718";"6990";"6728";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0034"
"Almere";"2006";"10 tot 15 jaar";"13558";"6994";"6564";"13558";"6994";"6564";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0034"
"Almere";"2006";"15 tot 20 jaar";"12503";"6438";"6065";"12488";"6435";"6053";"15";"3";"12";"-";"-";"-";"-";"-";"-";"0034"
"Almere";"2006";"20 tot 25 jaar";"11147";"5532";"5615";"10294";"5343";"4951";"828";"184";"644";"1";"-";"1";"24";"5";"19";"0034"
"Almere";"2006";"25 tot 30 jaar";"11955";"5454";"6501";"8122";"4157";"3965";"3619";"1249";"2370";"6";"-";"6";"208";"48";"160";"0034"
"Almere";"2006";"30 tot 35 jaar";"14223";"6727";"7496";"6220";"3338";"2882";"7094";"3098";"3996";"18";"5";"13";"891";"286";"605";"0034"
"Almere";"2006";"35 tot 40 jaar";"16481";"8071";"8410";"4728";"2610";"2118";"9957";"4777";"5180";"50";"13";"37";"1746";"671";"1075";"0034"
"Almere";"2006";"40 tot 45 jaar";"17233";"8514";"8719";"3115";"1727";"1388";"11537";"5722";"5815";"99";"32";"67";"2482";"1033";"1449";"0034"
"Almere";"2006";"45 tot 50 jaar";"15226";"7636";"7590";"1890";"1009";"881";"10589";"5452";"5137";"191";"48";"143";"2556";"1127";"1429";"0034"
"Almere";"2006";"50 tot 55 jaar";"11587";"6082";"5505";"1042";"572";"470";"8355";"4512";"3843";"241";"74";"167";"1949";"924";"1025";"0034"
"Almere";"2006";"55 tot 60 jaar";"8995";"4746";"4249";"558";"303";"255";"6547";"3645";"2902";"327";"76";"251";"1563";"722";"841";"0034"
"Almere";"2006";"60 tot 65 jaar";"4982";"2521";"2461";"253";"119";"134";"3607";"2004";"1603";"351";"64";"287";"771";"334";"437";"0034"
"Almere";"2006";"65 tot 70 jaar";"3775";"1780";"1995";"166";"75";"91";"2633";"1397";"1236";"449";"91";"358";"527";"217";"310";"0034"
"Almere";"2006";"70 tot 75 jaar";"3322";"1486";"1836";"98";"46";"52";"2161";"1170";"991";"721";"140";"581";"342";"130";"212";"0034"
"Almere";"2006";"75 tot 80 jaar";"2878";"1270";"1608";"91";"29";"62";"1631";"967";"664";"946";"201";"745";"210";"73";"137";"0034"
"Almere";"2006";"80 tot 85 jaar";"1844";"746";"1098";"48";"12";"36";"816";"504";"312";"847";"184";"663";"133";"46";"87";"0034"
"Almere";"2006";"85 tot 90 jaar";"712";"234";"478";"21";"2";"19";"207";"143";"64";"437";"76";"361";"47";"13";"34";"0034"
"Almere";"2006";"90 tot 95 jaar";"188";"50";"138";"5";"-";"5";"21";"13";"8";"152";"34";"118";"10";"3";"7";"0034"
"Almere";"2006";"95 jaar of ouder";"31";"5";"26";"1";"-";"1";"2";"1";"1";"25";"3";"22";"3";"1";"2";"0034"
"Alphen aan den Rijn";"2006";"Totaal leeftijden";"70955";"34994";"35961";"33070";"17330";"15740";"30726";"15366";"15360";"2982";"559";"2423";"4177";"1739";"2438";"0484"
"Alphen aan den Rijn";"2006";"Jonger dan 5 jaar";"4521";"2275";"2246";"4521";"2275";"2246";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0484"
"Alphen aan den Rijn";"2006";"5 tot 10 jaar";"4564";"2270";"2294";"4564";"2270";"2294";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0484"
"Alphen aan den Rijn";"2006";"10 tot 15 jaar";"4552";"2327";"2225";"4552";"2327";"2225";" ";" ";" ";" ";" ";" ";" ";" ";" ";"0484"
"Alphen aan den Rijn";"2006";"15 tot 20 jaar";"4418";"2188";"2230";"4413";"2186";"2227";"5";"2";"3";"-";"-";"-";"-";"-";"-";"0484"
"Alphen aan den Rijn";"2006";"20 tot 25 jaar";"4147";"2064";"2083";"3884";"2007";"1877";"256";"56";"200";"-";"-";"-";"7";"1";"6";"0484"
"Alphen aan den Rijn";"2006";"25 tot 30 jaar";"4833";"2439";"2394";"3640";"2004";"1636";"1153";"426";"727";"1";"-";"1";"39";"9";"30";"0484"
"Alphen aan den Rijn";"2006";"30 tot 35 jaar";"5236";"2643";"2593";"2479";"1463";"1016";"2549";"1107";"1442";"11";"3";"8";"197";"70";"127";"0484"
"Alphen aan den Rijn";"2006";"35 tot 40 jaar";"5931";"3003";"2928";"1850";"1090";"760";"3640";"1740";"1900";"7";"-";"7";"434";"173";"261";"0484"
"Alphen aan den Rijn";"2006";"40 tot 45 jaar";"5882";"2936";"2946";"1151";"663";"488";"4074";"1984";"2090";"38";"8";"30";"619";"281";"338";"0484"
"Alphen aan den Rijn";"2006";"45 tot 50 jaar";"5317";"2689";"2628";"710";"405";"305";"3863";"1958";"1905";"69";"22";"47";"675";"304";"371";"0484"
"Alphen aan den Rijn";"2006";"50 tot 55 jaar";"5037";"2475";"2562";"438";"255";"183";"3857";"1922";"1935";"108";"25";"83";"634";"273";"361";"0484"
"Alphen aan den Rijn";"2006";"55 tot 60 jaar";"5050";"2553";"2497";"267";"137";"130";"3976";"2085";"1891";"194";"54";"140";"613";"277";"336";"0484"
"Alphen aan den Rijn";"2006";"60 tot 65 jaar";"3369";"1711";"1658";"154";"84";"70";"2613";"1432";"1181";"220";"46";"174";"382";"149";"233";"0484"
"Alphen aan den Rijn";"2006";"65 tot 70 jaar";"2543";"1191";"1352";"128";"58";"70";"1868";"988";"880";"308";"56";"252";"239";"89";"150";"0484"
"Alphen aan den Rijn";"2006";"70 tot 75 jaar";"2079";"937";"1142";"94";"41";"53";"1407";"767";"640";"424";"74";"350";"154";"55";"99";"0484"
"Alphen aan den Rijn";"2006";"75 tot 80 jaar";"1572";"695";"877";"106";"44";"62";"866";"527";"339";"500";"91";"409";"100";"33";"67";"0484"
"Alphen aan den Rijn";"2006";"80 tot 85 jaar";"1086";"384";"702";"59";"11";"48";"443";"268";"175";"525";"87";"438";"59";"18";"41";"0484"
"Alphen aan den Rijn";"2006";"85 tot 90 jaar";"567";"170";"397";"34";"4";"30";"142";"91";"51";"369";"68";"301";"22";"7";"15";"0484"
"Alphen aan den Rijn";"2006";"90 tot 95 jaar";"195";"38";"157";"23";"6";"17";"14";"13";"1";"155";"19";"136";"3";"-";"3";"0484"
"Alphen aan den Rijn";"2006";"95 jaar of ouder";"56";"6";"50";"3";"-";"3";"-";"-";"-";"53";"6";"47";"-";"-";"-";"0484"
"Alphen-Chaam";"2006";"Totaal leeftijden";"9491";"4803";"4688";"3927";"2147";"1780";"4791";"2403";"2388";"459";"106";"353";"314";"147";"167";"1723"
"Alphen-Chaam";"2006";"Jonger dan 5 jaar";"551";"287";"264";"551";"287";"264";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1723"
"Alphen-Chaam";"2006";"5 tot 10 jaar";"613";"302";"311";"613";"302";"311";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1723"
"Alphen-Chaam";"2006";"10 tot 15 jaar";"672";"341";"331";"672";"341";"331";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1723"
"Alphen-Chaam";"2006";"15 tot 20 jaar";"564";"298";"266";"564";"298";"266";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1723"
"Alphen-Chaam";"2006";"20 tot 25 jaar";"449";"239";"210";"445";"239";"206";"4";"-";"4";"-";"-";"-";"-";"-";"-";"1723"
"Alphen-Chaam";"2006";"25 tot 30 jaar";"400";"213";"187";"318";"193";"125";"80";"20";"60";"-";"-";"-";"2";"-";"2";"1723"
"Alphen-Chaam";"2006";"30 tot 35 jaar";"479";"221";"258";"211";"119";"92";"253";"96";"157";"2";"1";"1";"13";"5";"8";"1723"
"Alphen-Chaam";"2006";"35 tot 40 jaar";"742";"367";"375";"173";"110";"63";"528";"241";"287";"1";"1";"-";"40";"15";"25";"1723"
"Alphen-Chaam";"2006";"40 tot 45 jaar";"797";"426";"371";"123";"82";"41";"614";"318";"296";"4";"-";"4";"56";"26";"30";"1723"
"Alphen-Chaam";"2006";"45 tot 50 jaar";"798";"397";"401";"83";"61";"22";"656";"312";"344";"5";"1";"4";"54";"23";"31";"1723"
"Alphen-Chaam";"2006";"50 tot 55 jaar";"738";"395";"343";"48";"32";"16";"620";"331";"289";"22";"9";"13";"48";"23";"25";"1723"
"Alphen-Chaam";"2006";"55 tot 60 jaar";"698";"358";"340";"47";"35";"12";"581";"295";"286";"26";"4";"22";"44";"24";"20";"1723"
"Alphen-Chaam";"2006";"60 tot 65 jaar";"604";"311";"293";"16";"13";"3";"520";"266";"254";"38";"16";"22";"30";"16";"14";"1723"
"Alphen-Chaam";"2006";"65 tot 70 jaar";"472";"242";"230";"21";"14";"7";"388";"207";"181";"46";"11";"35";"17";"10";"7";"1723"
"Alphen-Chaam";"2006";"70 tot 75 jaar";"388";"194";"194";"13";"6";"7";"291";"165";"126";"77";"19";"58";"7";"4";"3";"1723"
"Alphen-Chaam";"2006";"75 tot 80 jaar";"247";"107";"140";"13";"6";"7";"155";"90";"65";"79";"11";"68";"-";"-";"-";"1723"
"Alphen-Chaam";"2006";"80 tot 85 jaar";"193";"79";"114";"9";"6";"3";"78";"47";"31";"103";"25";"78";"3";"1";"2";"1723"
"Alphen-Chaam";"2006";"85 tot 90 jaar";"62";"18";"44";"6";"2";"4";"17";"10";"7";"39";"6";"33";"-";"-";"-";"1723"
"Alphen-Chaam";"2006";"90 tot 95 jaar";"23";"8";"15";"1";"1";"-";"6";"5";"1";"16";"2";"14";"-";"-";"-";"1723"
"Alphen-Chaam";"2006";"95 jaar of ouder";"1";"-";"1";"-";"-";"-";"-";"-";"-";"1";"-";"1";"-";"-";"-";"1723"
"Ambt Montfort";"2006";"Totaal leeftijden";"10998";"5472";"5526";"4158";"2273";"1885";"5677";"2843";"2834";"678";"135";"543";"485";"221";"264";"1679"
"Ambt Montfort";"2006";"Jonger dan 5 jaar";"522";"253";"269";"522";"253";"269";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1679"
"Ambt Montfort";"2006";"5 tot 10 jaar";"571";"296";"275";"571";"296";"275";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1679"
"Ambt Montfort";"2006";"10 tot 15 jaar";"632";"311";"321";"632";"311";"321";" ";" ";" ";" ";" ";" ";" ";" ";" ";"1679"
"Ambt Montfort";"2006";"15 tot 20 jaar";"614";"325";"289";"613";"324";"289";"1";"1";"-";"-";"-";"-";"-";"-";"-";"1679"
"Ambt Montfort";"2006";"20 tot 25 jaar";"527";"275";"252";"504";"269";"235";"22";"6";"16";"-";"-";"-";"1";"-";"1";"1679"
"Ambt Montfort";"2006";"25 tot 30 jaar";"483";"247";"236";"354";"207";"147";"124";"39";"85";"-";"-";"-";"5";"1";"4";"1679"
"Ambt Montfort";"2006";"30 tot 35 jaar";"574";"300";"274";"240";"159";"81";"306";"129";"177";"1";"-";"1";"27";"12";"15";"1679"
"Ambt Montfort";"2006";"35 tot 40 jaar";"810";"401";"409";"223";"138";"85";"524";"239";"285";"4";"1";"3";"59";"23";"36";"1679"
"Ambt Montfort";"2006";"40 tot 45 jaar";"925";"453";"472";"141";"90";"51";"694";"323";"371";"7";"3";"4";"83";"37";"46";"1679"
"Ambt Montfort";"2006";"45 tot 50 jaar";"899";"456";"443";"76";"56";"20";"735";"365";"370";"14";"3";"11";"74";"32";"42";"1679"
